split,random_seed,fold,heldout_scenario,heldout_config,method,rmse,mae,median_ae,p90_ae,p95_ae,bias_db,std_error_db,count,train_count,test_count
leave_scenario_out,33,holdout_Comms,Comms,,log_distance,15.643411327913833,13.09462898209432,11.631089185047728,25.685390494207926,27.964164434884236,-12.757977027094233,9.052642716380591,1387,901,1387
leave_scenario_out,33,holdout_Comms,Comms,,multi_wall_linear,9.482231582019024,7.445694747385867,6.016049421290106,15.259524583719934,19.306893933000183,4.127525701802376,8.536758597734845,1387,901,1387
leave_scenario_out,33,holdout_Comms,Comms,,direct_rf,9.950932365204286,7.827078675915326,6.379154761904772,17.22729761904759,20.09562976190478,-4.118855456312688,9.058481366480441,1387,901,1387
leave_scenario_out,33,holdout_Comms,Comms,,direct_extra,10.787825672985143,8.406734441615033,6.598333333333315,19.141583333333326,21.54294026806528,-4.6891464040697235,9.715404713748026,1387,901,1387
leave_scenario_out,33,holdout_Comms,Comms,,wallpath_residual_extra,10.681776050153893,8.341514044860427,6.800574573664562,17.13601454089563,20.984019425601996,5.3951185476885435,9.219166743368316,1387,901,1387
leave_scenario_out,33,holdout_Comms,Comms,,wallpath_residual_rf,10.95894127415388,8.466324716887106,6.773932681428178,18.2974235527371,21.806117040077797,5.388088682268139,9.542897578951974,1387,901,1387
leave_scenario_out,33,holdout_Library,Library,,log_distance,15.38199404245583,13.92357849832046,14.55296764793465,22.44472939058985,24.31860957990501,13.562103252874635,7.257761092824277,687,1601,687
leave_scenario_out,33,holdout_Library,Library,,multi_wall_linear,11.276905352139998,9.544031692207565,9.054897061054234,18.063514394706203,20.750227926345687,8.595170252511052,7.30011250950784,687,1601,687
leave_scenario_out,33,holdout_Library,Library,,direct_rf,12.611794490610311,10.7765296135573,10.460529761904724,20.134219444444437,22.00043789682539,10.06507344498042,7.599451086791636,687,1601,687
leave_scenario_out,33,holdout_Library,Library,,direct_extra,12.013261643948988,10.314233976391577,9.98652651515144,18.47968809523812,20.576050000000016,9.528057564826348,7.316732492535953,687,1601,687
leave_scenario_out,33,holdout_Library,Library,,wallpath_residual_extra,11.725200429260937,9.823167143273102,9.195971938702598,18.193113530710292,21.35412851789251,8.93196160568692,7.596077078392214,687,1601,687
leave_scenario_out,33,holdout_Library,Library,,wallpath_residual_rf,11.679050429894788,9.709861269538422,8.85686948696025,18.41844781103773,21.788977482949473,8.669153158838396,7.825982523148635,687,1601,687
leave_scenario_out,33,holdout_SSE,SSE,,log_distance,7.6452516112722115,6.211411661632073,5.58568355615229,12.611787093237593,14.43136012399613,-2.248830304331704,7.307026376165596,214,2074,214
leave_scenario_out,33,holdout_SSE,SSE,,multi_wall_linear,9.79580849468331,7.791382665293398,6.821711547711345,16.434904081185728,20.09298463209834,-3.9700948734472523,8.955233707745295,214,2074,214
leave_scenario_out,33,holdout_SSE,SSE,,direct_rf,10.145504000776084,8.010159591217395,6.6252765498390715,16.565330230880242,20.83752095862095,-3.694890970410343,9.448758233045421,214,2074,214
leave_scenario_out,33,holdout_SSE,SSE,,direct_extra,9.908834163305658,7.809636735410852,6.5265818001442995,16.06275000000003,20.10946718750001,-3.661578687112021,9.20748803930694,214,2074,214
leave_scenario_out,33,holdout_SSE,SSE,,wallpath_residual_extra,10.04209443309031,7.868375372895429,6.551266847573785,16.62928287263455,19.63273470237106,-3.98173763632608,9.218970983714387,214,2074,214
leave_scenario_out,33,holdout_SSE,SSE,,wallpath_residual_rf,9.95763646966592,7.839535392124898,6.644342639980344,16.52934626729071,20.222740521759114,-3.904404875874619,9.160248174982339,214,2074,214
