row_uid,scenario,config,source_file,coord,distance_m,target_pl_db,method,pred_pl_db,error_db,abs_error_db,split,random_seed,fold
PL_Comms_C1.csv::E-1,Comms,C1,PL_Comms_C1.csv,E-1,28.0,122.0,log_distance,90.7992646787271,-31.2007353212729,31.2007353212729,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::G-1,Comms,C1,PL_Comms_C1.csv,G-1,28.0713377,106.0,log_distance,90.82654358567105,-15.173456414328953,15.173456414328953,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::I-1,Comms,C1,PL_Comms_C1.csv,I-1,28.28427125,100.0,log_distance,90.9075571161292,-9.092442883870802,9.092442883870802,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::J-1,Comms,C1,PL_Comms_C1.csv,J-1,28.44292531,103.0,log_distance,90.96752373263311,-12.032476267366889,12.032476267366889,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::K-1,Comms,C1,PL_Comms_C1.csv,K-1,28.63564213,109.0,log_distance,91.03991676199715,-17.960083238002852,17.960083238002852,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::A-2,Comms,C1,PL_Comms_C1.csv,A-2,27.29468813,122.0,log_distance,90.52575677600461,-31.474243223995387,31.474243223995387,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::E-2,Comms,C1,PL_Comms_C1.csv,E-2,27.0,122.0,log_distance,90.40938220080446,-31.59061779919554,31.59061779919554,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::G-2,Comms,C1,PL_Comms_C1.csv,G-2,27.07397274,100.0,log_distance,90.43871356367615,-9.561286436323854,9.561286436323854,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::H-2,Comms,C1,PL_Comms_C1.csv,H-2,27.16615541,101.0,log_distance,90.47515349403027,-10.524846505969734,10.524846505969734,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::I-2,Comms,C1,PL_Comms_C1.csv,I-2,27.29468813,99.0,log_distance,90.52575677600461,-8.474243223995387,8.474243223995387,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::J-2,Comms,C1,PL_Comms_C1.csv,J-2,27.45906044,103.0,log_distance,90.59012398080299,-12.409876019197014,12.409876019197014,leave_scenario_out,33,holdout_Comms
PL_Comms_C1.csv::K-2,Comms,C1,PL_Comms_C1.csv,K-2,27.65863337,105.0,log_distance,90.66775960293378,-14.332240397066215,14.332240397066215,leave_scenario_out,33,holdout_Comms
