method,sparse_rate,sparse_seed,scene_id,sample_id,anchor_count,valid_count,mw_anchor_count,mw_design_rank,rmse,mae,median_ae,p90_ae,p95_ae,bias_db,std_error_db,count,los_rmse,nlos_rmse,high_wall_rmse,unclipped_rmse,unclipped_count,clipped_pixel_fraction,non_anchor_rmse,non_anchor_mae,non_anchor_p90_ae,non_anchor_count,non_anchor_los_rmse,non_anchor_nlos_rmse,free_space_rmse,free_space_mae,free_space_p90_ae,free_space_count,wall_region_rmse,rmse_delta_vs_multi_wall,rmse_delta_vs_direct_rf
log_distance,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,7.403555275795672,6.0712409019470215,5.543834686279297,11.772293090820312,13.538661003112793,-0.12860719859600067,7.402653694152832,17170,9.364932903792699,7.374536106735473,7.3573383369552205,7.403555275795672,17170,0.0,7.40449464831634,6.072515964508057,11.767560958862305,16998,9.29358986161657,7.3768985916698755,7.442418903652625,6.111199378967285,11.81445026397705,15797,6.940773894651668,0.6941586329673495,3.9272147957851913
multi_wall,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,6.709396642828323,5.373604774475098,4.728063583374023,10.58846378326416,12.80227279663086,-0.13491247594356537,6.708235263824463,17170,6.485222773872115,6.7122702248247865,6.734770711599372,6.709396642828323,17170,0.0,6.713731497237542,5.376176357269287,10.583685874938965,16998,6.442063926621769,6.71717255181217,6.681032497594878,5.377331256866455,10.605969429016113,15797,7.027508156739838,0.0,3.233056162817842
idw,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,5.131214440126827,4.015190124511719,3.3271751403808594,8.523381233215332,10.344575881958008,-0.7903313636779785,5.070131778717041,17170,6.3639650369576835,5.113177910950074,5.143474352366121,5.131214440126827,17170,0.0,5.1571100591955155,4.055819034576416,8.542157173156738,16998,6.42235126027527,5.138709006175024,5.137127156628189,4.018186092376709,8.531697273254395,15797,5.062689143609056,-1.5781822027014956,1.6548739601163462
multi_wall_residual_idw,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,4.222332326116606,3.047584295272827,2.3922119140625,6.4459943771362305,7.703983306884766,-0.06381406635046005,4.221972942352295,17170,3.417891302130537,4.231811682109466,4.24093100739353,4.222332326116606,17170,0.0,4.243641104140669,3.0784223079681396,6.462992191314697,16998,3.4492487598919377,4.252941943741594,4.115285904330042,2.9997236728668213,6.360926628112793,15797,5.300646742288074,-2.4870643167117166,0.7459918461061252
direct_rf_geometry,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,5.336721137538795,4.256098747253418,3.580310821533203,9.386013984680176,10.574302673339844,-2.0696613788604736,4.9191975593566895,17170,1.1113289497981969,5.369902261615124,5.4380612008630695,5.336721137538795,17170,0.0,5.336664051612985,4.256919860839844,9.384723663330078,16998,1.1150470213022132,5.369561276238809,5.359962737857247,4.271294116973877,9.497790336608887,15797,5.0616441883978,-1.3726755052895276,1.8603806575283142
direct_rf_sparse_anchor,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,5.063947559556632,4.132705211639404,3.622711181640625,8.177090644836426,9.504825592041016,0.053435396403074265,5.063813209533691,17170,1.1186723597379369,5.095254343331542,5.160588103425033,5.063947559556632,17170,0.0,5.063512023391637,4.1330156326293945,8.173318862915039,16998,1.1161958204989346,5.0945647875469735,5.047884925791503,4.126677989959717,8.133708000183105,15797,5.245218082232243,-1.645449083271691,1.5876070795461508
direct_rf_all_features,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,3.476340480010481,2.565337657928467,1.8681564331054688,5.622230529785156,7.184821605682373,0.06459531933069229,3.475841760635376,17170,1.1517135160919278,3.4964588465166173,3.5274448662799807,3.476340480010481,17170,0.0,3.4923950213280897,2.583876609802246,5.63470983505249,16998,1.1420086025241216,3.5125032210287896,3.393048632579116,2.5062777996063232,5.466752529144287,15797,4.320642988976814,-3.233056162817842,0.0
direct_extra_all_features,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,3.4635296381318135,2.574470281600952,1.9221076965332031,5.647364616394043,7.085092067718506,-0.15127086639404297,3.4603254795074463,17170,1.1391185375678086,3.483609601227837,3.5117368090621883,3.4635296381318135,17170,0.0,3.4792453285769476,2.5925769805908203,5.662554740905762,16998,1.1343127579418963,3.499292072277201,3.3940822089311165,2.524444341659546,5.537110328674316,15797,4.180363552643779,-3.2458670046965095,-0.012810841878667656
wallpath_rf,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,3.6344048207846473,2.6297898292541504,1.916177749633789,5.825155735015869,7.327302932739258,0.0346171073615551,3.634345769882202,17170,2.195979713227674,3.649418020906658,3.6658832424789685,3.6344048207846473,17170,0.0,3.652011038762892,2.651183843612671,5.8497490882873535,16998,2.215326079715918,3.6669045721725064,3.5456320042763227,2.569465398788452,5.679564476013184,15797,4.532371256105662,-3.0749918220436756,0.1580643407741662
wallpath_extra,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,3.5714789381273033,2.6049437522888184,1.8869953155517578,5.7968621253967285,7.336573123931885,0.007587910629808903,3.5715746879577637,17170,2.0341155041984744,3.587175877955035,3.6080298942840696,3.5714789381273033,17170,0.0,3.588913125634555,2.6265861988067627,5.826729774475098,16998,2.0475691830565217,3.6045306700587587,3.4835784528405473,2.5463109016418457,5.675633430480957,15797,4.459875947525195,-3.1379177047010196,0.0951384581168222
wallpath_calibrated,0.01,33,B21,B21_Ant1_f1_S0,172,17170,172,3,3.555345018119358,2.676074266433716,2.1084976196289062,5.6922688484191895,7.1006927490234375,0.05799214169383049,3.5549755096435547,17170,1.2638931888066725,3.5755377010309966,3.610197800792628,3.555345018119358,17170,0.0,3.5721079275109093,2.696971893310547,5.707307815551758,16998,1.2655082093829895,3.592248340008908,3.4771330128180473,2.6219606399536133,5.579505920410156,15797,4.355314122313834,-3.154051624708965,0.07900453810887687
log_distance,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,7.443210245544411,5.531020641326904,4.275995254516602,11.354928016662598,16.808746337890625,-0.02051469497382641,7.443398952484131,17170,13.816557496822655,6.437328036487973,6.617636759785062,7.443210245544411,17170,0.0,7.44381320207418,5.531038284301758,11.355813980102539,16998,13.83064559882266,6.439458804748844,7.435616551356393,5.497425079345703,11.356257438659668,15797,7.530028315810917,2.0567327252040037,3.5544373579795456
multi_wall,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,5.386477520340407,3.9277286529541016,2.865224838256836,8.705533981323242,11.021815299987793,-0.43234971165657043,5.369254112243652,17170,8.914161253846064,4.88013396148626,5.041697184054748,5.386477520340407,17170,0.0,5.3858154838726495,3.926302433013916,8.704303741455078,16998,8.928872845641273,4.878761988545193,5.34853986485175,3.893921375274658,8.71795654296875,15797,5.80515897610499,0.0,1.4977046327755419
idw,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,5.20076362740364,3.7671775817871094,2.717397689819336,8.573781967163086,11.039192199707031,-0.5265563726425171,5.174190044403076,17170,9.199420881976463,4.595047448389649,4.708810907972346,5.20076362740364,17170,0.0,5.227010239259957,3.8052966594696045,8.621553421020508,16998,9.263165663196462,4.617348582961428,5.199437147961152,3.7637479305267334,8.598188400268555,15797,5.216001118750178,-0.185713892936767,1.311990739838775
multi_wall_residual_idw,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,4.561593022411799,3.22221040725708,2.2556400299072266,7.430628776550293,9.701234817504883,-0.5855921506881714,4.523981094360352,17170,5.9738249908435925,4.390327907456554,4.511007722107027,4.561593022411799,17170,0.0,4.584613942046536,3.2548153400421143,7.465874671936035,16998,6.015218919002043,4.411635477090627,4.525184400405014,3.1883461475372314,7.417359828948975,15797,4.961306693563823,-0.8248844979286085,0.6728201348469334
direct_rf_geometry,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,6.38532732771809,4.006796836853027,2.4569740295410156,9.207075119018555,13.54183292388916,0.51410973072052,6.364782333374023,17170,2.39464891817526,6.662049653658359,7.080389369900569,6.38532732771809,17170,0.0,6.386820532311095,4.0089569091796875,9.211174011230469,16998,2.4020952551935286,6.6622366370453765,6.174439771642146,3.8458759784698486,8.916223526000977,15797,8.44078831279405,0.9988498073776828,2.4965544401532247
direct_rf_sparse_anchor,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,4.307661479246863,3.020297050476074,2.05206298828125,7.197691917419434,8.861757278442383,-0.6852010488510132,4.2529401779174805,17170,0.756306907762297,4.517643748130959,4.760227666098204,4.307661479246863,17170,0.0,4.309697260907033,3.021348476409912,7.1995530128479,16998,0.7596214446929144,4.518882556820266,4.211694722938147,2.9388623237609863,7.053614616394043,15797,5.287960447293547,-1.0788160410935443,0.41888859168199755
direct_rf_all_features,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,3.8887728875648655,2.6228621006011963,1.6376113891601562,6.375245571136475,8.539454460144043,-0.22499428689479828,3.8823719024658203,17170,2.2383455768466978,4.020520373943614,4.18980523538745,3.8887728875648655,17170,0.0,3.9075317085767187,2.644202470779419,6.39865255355835,16998,2.2537243551722326,4.039116282641052,3.8431953779205976,2.5708210468292236,6.2998762130737305,15797,4.379169321127467,-1.4977046327755419,0.0
direct_extra_all_features,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,3.8556150367428064,2.619428873062134,1.6430549621582031,6.294736385345459,8.381214141845703,-0.3360910713672638,3.841050624847412,17170,1.1762747070195565,4.031753499552925,4.199068026564322,3.8556150367428064,17170,0.0,3.8735503756902303,2.6395351886749268,6.3220062255859375,16998,1.1840838644298928,4.049725092392783,3.8105110822685626,2.5658650398254395,6.259049892425537,15797,4.340972360095289,-1.530862483597601,-0.03315785082205913
wallpath_rf,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,4.278402708656831,3.0333616733551025,2.1535720825195312,7.051407814025879,9.15439224243164,-0.3517143428325653,4.264045715332031,17170,3.6273495507735656,4.339943496589925,4.443204423416202,4.278402708656831,17170,0.0,4.299205963335622,3.059051036834717,7.07451868057251,16998,3.6517902806691427,4.360208935160443,4.203188106318922,2.9682366847991943,6.904417514801025,15797,5.064041715859984,-1.1080748116835766,0.3896298210919653
wallpath_extra,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,4.216624615181384,3.0099430084228516,2.1545639038085938,6.967005729675293,8.95515251159668,-0.3405860662460327,4.202969551086426,17170,3.2633024010896996,4.302872892796767,4.408901865019397,4.216624615181384,17170,0.0,4.237397494370866,3.036642074584961,6.986144065856934,16998,3.2853357531062652,4.323253124545667,4.154563546343402,2.953990936279297,6.8289690017700195,15797,4.874145793870935,-1.169852905159023,0.32785172761651893
wallpath_calibrated,0.01,33,B21,B21_Ant1_f1_S1,172,17170,172,3,3.8976495627845122,2.70386004447937,1.7950553894042969,6.364922523498535,8.470454216003418,-0.26241251826286316,3.8889193534851074,17170,1.4791883804436268,4.0659115785067605,4.223778935110793,3.8976495627845122,17170,0.0,3.9166893716180735,2.7269182205200195,6.393360614776611,16998,1.4893684353089045,4.084980808451524,3.8425447863721733,2.6456189155578613,6.266229152679443,15797,4.483190972236572,-1.4888279575558951,0.008876675219646746
log_distance,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,7.320987260622889,5.628432750701904,4.626155853271484,12.369974136352539,15.697244644165039,0.5789180397987366,7.298274517059326,17170,11.383424805357706,6.806894979743575,6.972866787321013,7.320987260622889,17170,0.0,7.323760483518484,5.629268169403076,12.384571075439453,16998,11.391390147888195,6.807702352146312,7.321543697915484,5.600889205932617,12.465879440307617,15797,7.31458214701832,1.868299073966564,3.7103891723246614
multi_wall,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,5.452688186656325,3.974646806716919,2.7811279296875,8.834142684936523,10.653264999389648,-0.1352514624595642,5.451169013977051,17170,7.228253276307233,5.251632493852636,5.450664411170424,5.452688186656325,17170,0.0,5.453763676964883,3.9743707180023193,8.83503246307373,16998,7.231286493161237,5.25200106524022,5.399102747078409,3.9393889904022217,8.790565490722656,15797,6.035081751175338,0.0,1.8420900983580974
idw,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,5.355020333492101,4.080002307891846,3.2074317932128906,8.82545280456543,10.697443008422852,-0.717212438583374,5.3069281578063965,17170,8.237801522863661,4.993070429408822,5.150573742817848,5.355020333492101,17170,0.0,5.382045430236598,4.1212873458862305,8.848291397094727,16998,8.270996290744472,5.018755117554956,5.377681108837478,4.091772079467773,8.88093376159668,15797,5.087040776887593,-0.0976678531642241,1.7444222451938733
multi_wall_residual_idw,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,4.260911306523736,2.903657913208008,1.9247360229492188,6.5313262939453125,8.669468879699707,-0.1624065786600113,4.257938861846924,17170,5.3241816318723325,4.145022511939629,4.345067616505603,4.260911306523736,17170,0.0,4.2824147804803765,2.933039426803589,6.568639278411865,16998,5.3456357750602645,4.166344784894325,4.194499940941602,2.857862710952759,6.505430698394775,15797,4.961460443296327,-1.191776880132589,0.6503132182255085
direct_rf_geometry,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,6.325067018699805,4.039618015289307,2.568239212036133,9.210524559020996,12.661065101623535,0.16482679545879364,6.323103427886963,17170,1.5287270441744614,6.603566401650331,7.037746781056945,6.325067018699805,17170,0.0,6.3323863852945586,4.042757987976074,9.210813522338867,16998,1.530996055068139,6.6118032142117205,6.135176053416227,3.896939277648926,8.9686279296875,15797,8.199353922487019,0.8723788320434798,2.714468930401577
direct_rf_sparse_anchor,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,4.623164194657116,3.3069815635681152,2.3486881256103516,7.646244525909424,9.426924705505371,-0.9307588338851929,4.528634548187256,17170,0.7113220317860393,4.8340741013899615,5.110606993670476,4.623164194657116,17170,0.0,4.621801366626971,3.305077314376831,7.628572940826416,16998,0.7093383296866482,4.8331321887759096,4.527911640998773,3.226431369781494,7.492117881774902,15797,5.603796664548494,-0.829523991999209,1.0125661063588884
direct_rf_all_features,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,3.610598088298228,2.4041950702667236,1.4643840789794922,6.002259254455566,8.013785362243652,-0.14557957649230957,3.607767105102539,17170,2.960279213657649,3.6667242695107665,3.8549185778733523,3.610598088298228,17170,0.0,3.6273292901575576,2.4222257137298584,6.023658752441406,16998,2.971888109849999,3.6840028715661264,3.51862365072711,2.3222639560699463,5.850995063781738,15797,4.536586952926977,-1.8420900983580974,0.0
direct_extra_all_features,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,3.5535682180137913,2.3992652893066406,1.4635276794433594,5.874144554138184,7.644580841064453,-0.2736981511116028,3.5431156158447266,17170,1.7779199553957594,3.678686017272887,3.868443890253756,3.5535682180137913,17170,0.0,3.569595655369576,2.416504383087158,5.8992695808410645,16998,1.783877110570479,3.6956475742914185,3.4611609933353265,2.319056272506714,5.765289306640625,15797,4.4817208749223285,-1.899119968642534,-0.05702987028443651
wallpath_rf,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,3.788123366785325,2.5930793285369873,1.7661094665527344,6.053143501281738,8.416644096374512,-0.02755376510322094,3.788133382797241,17170,4.06958093928211,3.7601174196764795,3.9403777597141616,3.788123366785325,17170,0.0,3.805963039049575,2.614457845687866,6.083683967590332,16998,4.0856216201439866,3.7780862830136206,3.706726331102273,2.5175201892852783,5.935325622558594,15797,4.622649065923003,-1.6645648198710004,0.1775252784870971
wallpath_extra,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,3.7838172705738877,2.598356008529663,1.7633132934570312,6.084576606750488,8.396510124206543,-0.056836649775505066,3.7835006713867188,17170,3.932697220725955,3.7692787647573223,3.9478269359782336,3.7838172705738877,17170,0.0,3.801566976437004,2.6199042797088623,6.1298112869262695,16998,3.947915016753405,3.787250488509299,3.6974501472209624,2.521074056625366,5.967446804046631,15797,4.663835484296444,-1.6688709160824375,0.1732191822756599
wallpath_calibrated,0.01,33,B21,B21_Ant1_f1_S2,172,17170,172,3,3.6088349166277753,2.4777956008911133,1.6506156921386719,5.665404319763184,7.576144218444824,-0.08985026180744171,3.607821226119995,17170,1.9106962024514746,3.730897487636692,3.9170697241788948,3.6088349166277753,17170,0.0,3.626502474415849,2.4985315799713135,5.696414470672607,16998,1.9181741467567368,3.7495226076611115,3.4955581306193744,2.3963241577148438,5.523994445800781,15797,4.720472199973709,-1.84385327002855,-0.0017631716704524791
