method,sparse_rate,sparse_seed,feature,importance
direct_rf_geometry,0.1,33,x_norm,0.010357127896559947
direct_rf_geometry,0.1,33,y_norm,0.010996596863457898
direct_rf_geometry,0.1,33,distance_m,0.09535362271085153
direct_rf_geometry,0.1,33,log10_distance_m,0.08985054551642405
direct_rf_geometry,0.1,33,fspl_db,0.08877240232886707
direct_rf_geometry,0.1,33,los,7.164450064340372e-05
direct_rf_geometry,0.1,33,wall_count,0.0032454116299479945
direct_rf_geometry,0.1,33,wall_fraction,0.010148929642055693
direct_rf_geometry,0.1,33,mat_1_count,0.011644426118204577
direct_rf_geometry,0.1,33,mat_2_count,0.003056483417463383
direct_rf_geometry,0.1,33,mat_3_count,0.004118245979427336
direct_rf_geometry,0.1,33,transmittance_sum,0.6388596344675425
direct_rf_geometry,0.1,33,reflectance_sum,0.007169690268433062
direct_rf_geometry,0.1,33,anchor_dist_px_nn_1,0.0008332916744982038
direct_rf_geometry,0.1,33,anchor_dist_px_nn_2,0.0008557113047248795
direct_rf_geometry,0.1,33,anchor_dist_px_nn_3,0.0009179060887411787
direct_rf_geometry,0.1,33,anchor_dist_px_nn_4,0.0011131995738024336
direct_rf_geometry,0.1,33,anchor_density,0.022635130018354988
direct_rf_sparse_anchor,0.1,33,x_norm,0.006226953298471241
direct_rf_sparse_anchor,0.1,33,y_norm,0.006273047370867955
direct_rf_sparse_anchor,0.1,33,distance_m,0.003978107369937402
direct_rf_sparse_anchor,0.1,33,log10_distance_m,0.004181051028735573
direct_rf_sparse_anchor,0.1,33,fspl_db,0.0036541824456949286
direct_rf_sparse_anchor,0.1,33,los,2.430253294330727e-05
direct_rf_sparse_anchor,0.1,33,wall_count,0.0018637696964991918
direct_rf_sparse_anchor,0.1,33,wall_fraction,0.005000241529241226
direct_rf_sparse_anchor,0.1,33,mat_1_count,0.00386710143581143
direct_rf_sparse_anchor,0.1,33,mat_2_count,0.0009529420001022009
direct_rf_sparse_anchor,0.1,33,mat_3_count,0.001427253627760004
direct_rf_sparse_anchor,0.1,33,transmittance_sum,0.03133332320159426
direct_rf_sparse_anchor,0.1,33,reflectance_sum,0.0036360564236641657
direct_rf_sparse_anchor,0.1,33,fspl_pred_db,0.004198679086286272
direct_rf_sparse_anchor,0.1,33,log_distance_pred_db,0.016596745606621218
direct_rf_sparse_anchor,0.1,33,multi_wall_pred_db,0.9014888576645261
direct_rf_sparse_anchor,0.1,33,anchor_dist_px_nn_1,0.000499607621535534
direct_rf_sparse_anchor,0.1,33,anchor_dist_px_nn_2,0.0005109815718907903
direct_rf_sparse_anchor,0.1,33,anchor_dist_px_nn_3,0.0005613813272319333
direct_rf_sparse_anchor,0.1,33,anchor_dist_px_nn_4,0.0006579194849844413
direct_rf_sparse_anchor,0.1,33,anchor_density,0.0030674956756007307
direct_rf_all_features,0.1,33,x_norm,0.00022822807897865372
direct_rf_all_features,0.1,33,y_norm,0.00023438731360317917
direct_rf_all_features,0.1,33,distance_m,0.00037462872562954463
direct_rf_all_features,0.1,33,log10_distance_m,0.00033070502915011314
direct_rf_all_features,0.1,33,fspl_db,0.0004077322818351302
direct_rf_all_features,0.1,33,los,1.5941916915601522e-06
direct_rf_all_features,0.1,33,wall_count,0.0005831972722867456
direct_rf_all_features,0.1,33,wall_fraction,0.0004534805141248896
direct_rf_all_features,0.1,33,mat_1_count,0.00016509103272403054
direct_rf_all_features,0.1,33,mat_2_count,3.547593438162892e-05
direct_rf_all_features,0.1,33,mat_3_count,9.313498095572998e-05
direct_rf_all_features,0.1,33,transmittance_sum,0.000299442634568257
direct_rf_all_features,0.1,33,reflectance_sum,0.00021695585927351368
direct_rf_all_features,0.1,33,fspl_pred_db,0.0003871147863929474
direct_rf_all_features,0.1,33,log_distance_pred_db,0.0016607741976373018
direct_rf_all_features,0.1,33,multi_wall_pred_db,0.0012209538617651897
direct_rf_all_features,0.1,33,multi_wall_residual_idw_pred_db,0.9793481014563794
direct_rf_all_features,0.1,33,anchor_residual_idw,0.0006120190180935037
direct_rf_all_features,0.1,33,anchor_residual_nn_1,0.008999351693723154
direct_rf_all_features,0.1,33,anchor_residual_nn_2,0.001568529858340241
direct_rf_all_features,0.1,33,anchor_residual_nn_3,0.0009644363422690704
direct_rf_all_features,0.1,33,anchor_residual_nn_4,0.0007530869531425008
direct_rf_all_features,0.1,33,anchor_dist_px_nn_1,0.0006061324565042535
direct_rf_all_features,0.1,33,anchor_dist_px_nn_2,0.00012135025744406613
direct_rf_all_features,0.1,33,anchor_dist_px_nn_3,0.0001085615617033308
direct_rf_all_features,0.1,33,anchor_dist_px_nn_4,0.00011860353299696156
direct_rf_all_features,0.1,33,anchor_density,0.00010693017440499259
direct_extra_all_features,0.1,33,x_norm,0.00016969431484516062
direct_extra_all_features,0.1,33,y_norm,0.00016039794222379695
direct_extra_all_features,0.1,33,distance_m,0.07430009783561266
direct_extra_all_features,0.1,33,log10_distance_m,0.07823142624149844
direct_extra_all_features,0.1,33,fspl_db,0.061226391329797236
direct_extra_all_features,0.1,33,los,0.03400941643925293
direct_extra_all_features,0.1,33,wall_count,0.004457755978789454
direct_extra_all_features,0.1,33,wall_fraction,0.0010709543233978472
direct_extra_all_features,0.1,33,mat_1_count,0.003246131567695836
direct_extra_all_features,0.1,33,mat_2_count,9.850562475601724e-05
direct_extra_all_features,0.1,33,mat_3_count,0.00018540621845261076
direct_extra_all_features,0.1,33,transmittance_sum,0.010258562097791435
direct_extra_all_features,0.1,33,reflectance_sum,0.007334467573020024
direct_extra_all_features,0.1,33,fspl_pred_db,0.06314210426786276
direct_extra_all_features,0.1,33,log_distance_pred_db,0.16036855138673084
direct_extra_all_features,0.1,33,multi_wall_pred_db,0.1243474146747568
direct_extra_all_features,0.1,33,multi_wall_residual_idw_pred_db,0.31845251528923546
direct_extra_all_features,0.1,33,anchor_residual_idw,0.01467195713718439
direct_extra_all_features,0.1,33,anchor_residual_nn_1,0.01418297242412744
direct_extra_all_features,0.1,33,anchor_residual_nn_2,0.01212931127140795
direct_extra_all_features,0.1,33,anchor_residual_nn_3,0.008348002631768383
direct_extra_all_features,0.1,33,anchor_residual_nn_4,0.007456075724843694
direct_extra_all_features,0.1,33,anchor_dist_px_nn_1,0.0005461486608632282
direct_extra_all_features,0.1,33,anchor_dist_px_nn_2,0.00016355692395291914
direct_extra_all_features,0.1,33,anchor_dist_px_nn_3,0.00014092210335009208
direct_extra_all_features,0.1,33,anchor_dist_px_nn_4,0.0001411010243819303
direct_extra_all_features,0.1,33,anchor_density,0.0011601589924005813
wallpath_rf,0.1,33,x_norm,0.00227699930689161
wallpath_rf,0.1,33,y_norm,0.0023758101319203305
wallpath_rf,0.1,33,distance_m,0.0006532442821787573
wallpath_rf,0.1,33,log10_distance_m,0.0006493642385796625
wallpath_rf,0.1,33,fspl_db,0.0006442621988638068
wallpath_rf,0.1,33,los,5.384388452165778e-06
wallpath_rf,0.1,33,wall_count,0.0023018614341014315
wallpath_rf,0.1,33,wall_fraction,0.004154210162646033
wallpath_rf,0.1,33,mat_1_count,0.0033991848080010137
wallpath_rf,0.1,33,mat_2_count,0.0005309967698900374
wallpath_rf,0.1,33,mat_3_count,0.0009775265938165463
wallpath_rf,0.1,33,transmittance_sum,0.0021642797232309906
wallpath_rf,0.1,33,reflectance_sum,0.003361241443294019
wallpath_rf,0.1,33,fspl_pred_db,0.0006615297578317013
wallpath_rf,0.1,33,log_distance_pred_db,0.0025695708635076284
wallpath_rf,0.1,33,multi_wall_pred_db,0.008019559307964722
wallpath_rf,0.1,33,multi_wall_residual_idw_pred_db,0.002371818016889051
wallpath_rf,0.1,33,anchor_residual_idw,0.02405467925812658
wallpath_rf,0.1,33,anchor_residual_nn_1,0.8431449551017953
wallpath_rf,0.1,33,anchor_residual_nn_2,0.07229721187425496
wallpath_rf,0.1,33,anchor_residual_nn_3,0.01062717303071397
wallpath_rf,0.1,33,anchor_residual_nn_4,0.007012661521333786
wallpath_rf,0.1,33,anchor_dist_px_nn_1,0.0017912809307343831
wallpath_rf,0.1,33,anchor_dist_px_nn_2,0.0010162623516160642
wallpath_rf,0.1,33,anchor_dist_px_nn_3,0.0009869384653680524
wallpath_rf,0.1,33,anchor_dist_px_nn_4,0.0010781855035673033
wallpath_rf,0.1,33,anchor_density,0.0008738085344301574
wallpath_extra,0.1,33,x_norm,0.0010849561232383126
wallpath_extra,0.1,33,y_norm,0.0011260899072008067
wallpath_extra,0.1,33,distance_m,0.0009489152177615569
wallpath_extra,0.1,33,log10_distance_m,0.0015543026940568147
wallpath_extra,0.1,33,fspl_db,0.00150468909926925
wallpath_extra,0.1,33,los,0.0008152402212210667
wallpath_extra,0.1,33,wall_count,0.004496315985694342
wallpath_extra,0.1,33,wall_fraction,0.0035857399605475062
wallpath_extra,0.1,33,mat_1_count,0.006412808012930986
wallpath_extra,0.1,33,mat_2_count,0.0007398418227144607
wallpath_extra,0.1,33,mat_3_count,0.0012185446154490682
