protocol,method,baseline,num_seeds,pooled_method_rmse_mean,pooled_method_rmse_std,pooled_baseline_rmse_mean,pooled_baseline_rmse_std,pooled_rmse_improvement_mean_percent,pooled_rmse_improvement_std_percent,macro_rmse_improvement_mean_percent,macro_rmse_improvement_std_percent,seed_wins_pooled_rmse,fold_wins_after_seed_average,num_folds,mean_point_win_percent
leave_config_out,wallpath_residual_extra,direct_rf,3,7.039500267830117,0.005524797207138256,7.0974775447921905,0.006418248910300686,0.8168433455235297,0.08014029613310232,0.816432165842782,0.07976155287651843,3,1,2,51.617132867132874
leave_config_out,wallpath_residual_rf,direct_rf,3,6.973544603771418,0.005054134686040935,7.0974775447921905,0.006418248910300686,1.7460771666239214,0.14157056132468593,1.7449025146871229,0.142321133018691,3,2,2,54.006410256410255
leave_config_out,wallpath_residual_extra,multi_wall_linear,3,7.039500267830117,0.005524797207138256,7.382521667527986,0.0,4.64639882069902,0.07483618004724682,4.608941618408574,0.07506256911399324,3,2,2,52.43298368298369
leave_config_out,wallpath_residual_rf,multi_wall_linear,3,6.973544603771418,0.005054134686040935,7.382521667527986,0.0,5.539801739498492,0.06846081750455947,5.501958477025981,0.06852232037294158,3,2,2,53.21969696969697
leave_scenario_out,wallpath_residual_extra,direct_rf,3,10.9568745090779,0.010387178822042568,10.892102090072568,0.05918976428241196,-0.5963182918410642,0.45477966432117245,1.1675950388450511,0.40431935294679683,0,2,3,50.641025641025635
leave_scenario_out,wallpath_residual_rf,direct_rf,3,11.100157555248705,0.04962076627546867,10.892102090072568,0.05918976428241196,-1.9110429265971192,0.41719441012782643,0.6431518708929712,0.27314040453289423,0,2,3,51.180069930069926
leave_scenario_out,wallpath_residual_extra,multi_wall_linear,3,10.9568745090779,0.010387178822042568,10.082889508176178,0.0,-8.66800137195802,0.10301787809555624,-6.231232733909479,0.04862228217227725,0,0,3,45.78962703962704
leave_scenario_out,wallpath_residual_rf,multi_wall_linear,3,11.100157555248705,0.04962076627546867,10.082889508176178,0.0,-10.089052808201735,0.4921284343662728,-6.79577421719387,0.40738929362924664,0,0,3,47.01340326340326
