method,sparse_rate,sparse_seed,feature,importance
direct_rf_geometry,0.1,11,x_norm,0.010264635824419737
direct_rf_geometry,0.1,11,y_norm,0.01119284313627038
direct_rf_geometry,0.1,11,distance_m,0.0995170127432403
direct_rf_geometry,0.1,11,log10_distance_m,0.0845296502296461
direct_rf_geometry,0.1,11,fspl_db,0.09175827331503073
direct_rf_geometry,0.1,11,los,6.898699225399901e-05
direct_rf_geometry,0.1,11,wall_count,0.0034447126883308575
direct_rf_geometry,0.1,11,wall_fraction,0.010188381794843123
direct_rf_geometry,0.1,11,mat_1_count,0.011574219689615544
direct_rf_geometry,0.1,11,mat_2_count,0.003127856011068964
direct_rf_geometry,0.1,11,mat_3_count,0.004202345788046131
direct_rf_geometry,0.1,11,transmittance_sum,0.6364682613738276
direct_rf_geometry,0.1,11,reflectance_sum,0.007225720311104376
direct_rf_geometry,0.1,11,anchor_dist_px_nn_1,0.0008441168989596322
direct_rf_geometry,0.1,11,anchor_dist_px_nn_2,0.0008685178397936361
direct_rf_geometry,0.1,11,anchor_dist_px_nn_3,0.0009292918799779621
direct_rf_geometry,0.1,11,anchor_dist_px_nn_4,0.001101750704979037
direct_rf_geometry,0.1,11,anchor_density,0.022693422778591772
direct_rf_sparse_anchor,0.1,11,x_norm,0.00627490734155464
direct_rf_sparse_anchor,0.1,11,y_norm,0.006162133076008945
direct_rf_sparse_anchor,0.1,11,distance_m,0.00409818642517175
direct_rf_sparse_anchor,0.1,11,log10_distance_m,0.004300690557871905
direct_rf_sparse_anchor,0.1,11,fspl_db,0.004102720947123632
direct_rf_sparse_anchor,0.1,11,los,2.7136419643511776e-05
direct_rf_sparse_anchor,0.1,11,wall_count,0.002033490877410613
direct_rf_sparse_anchor,0.1,11,wall_fraction,0.004836467105161184
direct_rf_sparse_anchor,0.1,11,mat_1_count,0.0037409288819558856
direct_rf_sparse_anchor,0.1,11,mat_2_count,0.0009636037222251721
direct_rf_sparse_anchor,0.1,11,mat_3_count,0.0014457269485271779
direct_rf_sparse_anchor,0.1,11,transmittance_sum,0.031622943267872496
direct_rf_sparse_anchor,0.1,11,reflectance_sum,0.00375383199351727
direct_rf_sparse_anchor,0.1,11,fspl_pred_db,0.003926463302477728
direct_rf_sparse_anchor,0.1,11,log_distance_pred_db,0.01637538444156521
direct_rf_sparse_anchor,0.1,11,multi_wall_pred_db,0.9010100160291296
direct_rf_sparse_anchor,0.1,11,anchor_dist_px_nn_1,0.0004971497156128072
direct_rf_sparse_anchor,0.1,11,anchor_dist_px_nn_2,0.0005045216526998458
direct_rf_sparse_anchor,0.1,11,anchor_dist_px_nn_3,0.0005715763092220005
direct_rf_sparse_anchor,0.1,11,anchor_dist_px_nn_4,0.0006539484337342721
direct_rf_sparse_anchor,0.1,11,anchor_density,0.0030981725515145486
direct_rf_all_features,0.1,11,x_norm,0.00023705844680972342
direct_rf_all_features,0.1,11,y_norm,0.00024234636004947296
direct_rf_all_features,0.1,11,distance_m,0.0003749560181625281
direct_rf_all_features,0.1,11,log10_distance_m,0.00036517777088165257
direct_rf_all_features,0.1,11,fspl_db,0.00034739716475982264
