split,random_seed,fold,heldout_scenario,heldout_config,method,rmse,mae,median_ae,p90_ae,p95_ae,bias_db,std_error_db,count,train_count,test_count
leave_scenario_out,22,holdout_Comms,Comms,,log_distance,15.643411327913833,13.09462898209432,11.631089185047728,25.685390494207926,27.964164434884236,-12.757977027094233,9.052642716380591,1387,901,1387
leave_scenario_out,22,holdout_Comms,Comms,,multi_wall_linear,9.482231582019024,7.445694747385867,6.016049421290106,15.259524583719934,19.306893933000183,4.127525701802376,8.536758597734845,1387,901,1387
leave_scenario_out,22,holdout_Comms,Comms,,direct_rf,10.13336832470581,7.934593362882617,6.270430555555535,17.763809523809527,20.299452380952374,-4.260483268088755,9.194206650194829,1387,901,1387
leave_scenario_out,22,holdout_Comms,Comms,,direct_extra,10.939719561167697,8.516624147159185,6.610833333333304,19.394999999999982,21.946484090909095,-4.77873589994249,9.8407899721311,1387,901,1387
leave_scenario_out,22,holdout_Comms,Comms,,wallpath_residual_extra,10.720876157991096,8.377795030593612,6.864678283008999,17.137494031770878,20.98491555726374,5.446717359223104,9.234200322914791,1387,901,1387
leave_scenario_out,22,holdout_Comms,Comms,,wallpath_residual_rf,11.040430583638035,8.54968345988532,6.851407959541177,18.37935325445251,22.022116443358914,5.518708998735149,9.562162854679361,1387,901,1387
leave_scenario_out,22,holdout_Library,Library,,log_distance,15.38199404245583,13.92357849832046,14.55296764793465,22.44472939058985,24.31860957990501,13.562103252874635,7.257761092824277,687,1601,687
leave_scenario_out,22,holdout_Library,Library,,multi_wall_linear,11.276905352139998,9.544031692207565,9.054897061054234,18.063514394706203,20.750227926345687,8.595170252511052,7.30011250950784,687,1601,687
leave_scenario_out,22,holdout_Library,Library,,direct_rf,12.635939529496893,10.80624091629002,10.457684523809519,19.95038065476189,21.9918964285714,10.105958014740372,7.585287100526058,687,1601,687
leave_scenario_out,22,holdout_Library,Library,,direct_extra,12.005864709177594,10.300531353151682,9.932621212121191,18.534626190476153,20.566037500000014,9.506495884828777,7.332620500667518,687,1601,687
leave_scenario_out,22,holdout_Library,Library,,wallpath_residual_extra,11.71478048746046,9.826673753240318,9.336696948643763,18.47473852301293,21.14271960754273,8.94137258291511,7.56887958702464,687,1601,687
leave_scenario_out,22,holdout_Library,Library,,wallpath_residual_rf,11.698887211370916,9.72333343586753,8.915068440698889,18.572743727861166,21.820667322334614,8.678215972125718,7.845542016044527,687,1601,687
leave_scenario_out,22,holdout_SSE,SSE,,log_distance,7.6452516112722115,6.211411661632073,5.58568355615229,12.611787093237593,14.43136012399613,-2.248830304331704,7.307026376165596,214,2074,214
leave_scenario_out,22,holdout_SSE,SSE,,multi_wall_linear,9.79580849468331,7.791382665293398,6.821711547711345,16.434904081185728,20.09298463209834,-3.9700948734472523,8.955233707745295,214,2074,214
leave_scenario_out,22,holdout_SSE,SSE,,direct_rf,10.233323465813129,8.03738906347514,6.54871472277722,16.98065432900435,20.852251652838483,-3.8000568027608383,9.501603941006628,214,2074,214
leave_scenario_out,22,holdout_SSE,SSE,,direct_extra,9.79868565830055,7.71051053232053,6.483772803585282,15.648500000000016,19.787195238095258,-3.5742981750318004,9.123520876621548,214,2074,214
leave_scenario_out,22,holdout_SSE,SSE,,wallpath_residual_extra,10.040329707322257,7.848684836948934,6.558881137419114,16.391054556247017,19.379087277457664,-3.96728878506985,9.223277092638865,214,2074,214
leave_scenario_out,22,holdout_SSE,SSE,,wallpath_residual_rf,10.030517000976037,7.875892483948746,6.544124617455729,17.00558354900759,20.593675962194425,-3.984924930694682,9.204979337488883,214,2074,214
