method,sparse_rate,sparse_seed,feature,importance
direct_rf_geometry,0.01,22,x_norm,0.009220707810496555
direct_rf_geometry,0.01,22,y_norm,0.009181381488384464
direct_rf_geometry,0.01,22,distance_m,0.08763937168855929
direct_rf_geometry,0.01,22,log10_distance_m,0.09300872335041327
direct_rf_geometry,0.01,22,fspl_db,0.09805342583524781
direct_rf_geometry,0.01,22,los,7.849868216004773e-05
direct_rf_geometry,0.01,22,wall_count,0.002886346560719913
direct_rf_geometry,0.01,22,wall_fraction,0.00842559741732827
direct_rf_geometry,0.01,22,mat_1_count,0.00672164776743646
direct_rf_geometry,0.01,22,mat_2_count,0.002734656076981625
direct_rf_geometry,0.01,22,mat_3_count,0.0034344350159211754
direct_rf_geometry,0.01,22,transmittance_sum,0.6318351723089913
direct_rf_geometry,0.01,22,reflectance_sum,0.005631681978999518
direct_rf_geometry,0.01,22,anchor_dist_px_nn_1,0.0015034711934156576
direct_rf_geometry,0.01,22,anchor_dist_px_nn_2,0.0014580278911075929
direct_rf_geometry,0.01,22,anchor_dist_px_nn_3,0.0014911564434407754
direct_rf_geometry,0.01,22,anchor_dist_px_nn_4,0.0018000589535607226
direct_rf_geometry,0.01,22,anchor_density,0.03489563953683541
direct_rf_sparse_anchor,0.01,22,x_norm,0.005900256825029903
direct_rf_sparse_anchor,0.01,22,y_norm,0.006033362232704838
direct_rf_sparse_anchor,0.01,22,distance_m,0.004069870571231741
direct_rf_sparse_anchor,0.01,22,log10_distance_m,0.003918129063072076
direct_rf_sparse_anchor,0.01,22,fspl_db,0.004055055927071736
direct_rf_sparse_anchor,0.01,22,los,2.266700113721513e-05
direct_rf_sparse_anchor,0.01,22,wall_count,0.0016322403413853912
direct_rf_sparse_anchor,0.01,22,wall_fraction,0.004823274405540343
direct_rf_sparse_anchor,0.01,22,mat_1_count,0.003406695801322297
direct_rf_sparse_anchor,0.01,22,mat_2_count,0.0008595771060523592
direct_rf_sparse_anchor,0.01,22,mat_3_count,0.0014385962035761777
direct_rf_sparse_anchor,0.01,22,transmittance_sum,0.031222561132747677
direct_rf_sparse_anchor,0.01,22,reflectance_sum,0.003451534180314048
direct_rf_sparse_anchor,0.01,22,fspl_pred_db,0.004069228912624419
direct_rf_sparse_anchor,0.01,22,log_distance_pred_db,0.01700198239967001
direct_rf_sparse_anchor,0.01,22,multi_wall_pred_db,0.8996794440342416
direct_rf_sparse_anchor,0.01,22,anchor_dist_px_nn_1,0.0009395739952861588
direct_rf_sparse_anchor,0.01,22,anchor_dist_px_nn_2,0.0009274228227293781
direct_rf_sparse_anchor,0.01,22,anchor_dist_px_nn_3,0.0009568762918755998
direct_rf_sparse_anchor,0.01,22,anchor_dist_px_nn_4,0.0011500107301782396
direct_rf_sparse_anchor,0.01,22,anchor_density,0.004441640022208611
direct_rf_all_features,0.01,22,x_norm,0.0005181074938754082
direct_rf_all_features,0.01,22,y_norm,0.0005133384198714889
direct_rf_all_features,0.01,22,distance_m,0.0006408969606638197
direct_rf_all_features,0.01,22,log10_distance_m,0.0006942962415876506
direct_rf_all_features,0.01,22,fspl_db,0.0006581167787954602
direct_rf_all_features,0.01,22,los,5.105606388791754e-06
direct_rf_all_features,0.01,22,wall_count,0.00047115976173259705
direct_rf_all_features,0.01,22,wall_fraction,0.0011700902333686605
direct_rf_all_features,0.01,22,mat_1_count,0.00039175920959862566
direct_rf_all_features,0.01,22,mat_2_count,8.658955658291865e-05
direct_rf_all_features,0.01,22,mat_3_count,0.00020073137117072225
direct_rf_all_features,0.01,22,transmittance_sum,0.0017608501189286829
direct_rf_all_features,0.01,22,reflectance_sum,0.0004904439159131635
direct_rf_all_features,0.01,22,fspl_pred_db,0.0007133606021991557
direct_rf_all_features,0.01,22,log_distance_pred_db,0.005225330994698472
direct_rf_all_features,0.01,22,multi_wall_pred_db,0.0007407288380770259
direct_rf_all_features,0.01,22,multi_wall_residual_idw_pred_db,0.9701318674095055
direct_rf_all_features,0.01,22,anchor_residual_idw,0.002487108131527335
direct_rf_all_features,0.01,22,anchor_residual_nn_1,0.0065149042828348816
direct_rf_all_features,0.01,22,anchor_residual_nn_2,0.0020251817901287797
direct_rf_all_features,0.01,22,anchor_residual_nn_3,0.0012513867094909926
direct_rf_all_features,0.01,22,anchor_residual_nn_4,0.0009777247411070322
direct_rf_all_features,0.01,22,anchor_dist_px_nn_1,0.0009646190324638761
direct_rf_all_features,0.01,22,anchor_dist_px_nn_2,0.00037805108149757276
direct_rf_all_features,0.01,22,anchor_dist_px_nn_3,0.00032539199049339863
direct_rf_all_features,0.01,22,anchor_dist_px_nn_4,0.0003544120280271375
direct_rf_all_features,0.01,22,anchor_density,0.00030844669947084353
direct_extra_all_features,0.01,22,x_norm,0.0004256205192431167
