row_uid,scenario,config,source_file,coord,distance_m,target_pl_db,method,pred_pl_db,error_db,abs_error_db,split,random_seed,fold
PL_Comms_C1.csv::E-1,Comms,C1,PL_Comms_C1.csv,E-1,28.0,122.0,log_distance,105.1703374755505,-16.829662524449503,16.829662524449503,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::G-1,Comms,C1,PL_Comms_C1.csv,G-1,28.0713377,106.0,log_distance,105.21301810441605,-0.7869818955839492,0.7869818955839492,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::I-1,Comms,C1,PL_Comms_C1.csv,I-1,28.28427125,100.0,log_distance,105.33977202581309,5.33977202581309,5.33977202581309,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::J-1,Comms,C1,PL_Comms_C1.csv,J-1,28.44292531,103.0,log_distance,105.43359590624146,2.4335959062414645,2.4335959062414645,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::K-1,Comms,C1,PL_Comms_C1.csv,K-1,28.63564213,109.0,log_distance,105.54686217549067,-3.4531378245093265,3.4531378245093265,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::A-2,Comms,C1,PL_Comms_C1.csv,A-2,27.29468813,122.0,log_distance,104.7424064989951,-17.257593501004905,17.257593501004905,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::E-2,Comms,C1,PL_Comms_C1.csv,E-2,27.0,122.0,log_distance,104.56032662080538,-17.439673379194616,17.439673379194616,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::G-2,Comms,C1,PL_Comms_C1.csv,G-2,27.07397274,100.0,log_distance,104.60621852605729,4.60621852605729,4.60621852605729,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::H-2,Comms,C1,PL_Comms_C1.csv,H-2,27.16615541,101.0,log_distance,104.6632325092981,3.6632325092980977,3.6632325092980977,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::I-2,Comms,C1,PL_Comms_C1.csv,I-2,27.29468813,99.0,log_distance,104.7424064989951,5.742406498995095,5.742406498995095,leave_config_out,33,holdout_C1
PL_Comms_C1.csv::J-2,Comms,C1,PL_Comms_C1.csv,J-2,27.45906044,103.0,log_distance,104.84311554810603,1.8431155481060273,1.8431155481060273,leave_config_out,33,holdout_C1
