split,random_seed,fold,heldout_scenario,heldout_config,method,rmse,mae,median_ae,p90_ae,p95_ae,bias_db,std_error_db,count,train_count,test_count
leave_config_out,33,holdout_C1,,C1,log_distance,9.94192543422546,8.058243084733844,7.014817600078288,16.254086980192156,18.91622625211311,2.5123172055181486,9.619258994255045,1168,1120,1168
leave_config_out,33,holdout_C1,,C1,multi_wall_linear,7.016972195591359,5.77653340062394,5.131323023134392,11.297835466503198,12.771051086293111,2.7562419394949798,6.4529860657428335,1168,1120,1168
leave_config_out,33,holdout_C1,,C1,direct_rf,6.988086579330986,5.63681027025277,5.001809343434324,11.214404761904742,13.285677579365087,2.8845241673035975,6.364972456222204,1168,1120,1168
leave_config_out,33,holdout_C1,,C1,direct_extra,7.018874356245639,5.634201999961192,4.8073629842380114,11.253174999999985,13.992862586088883,2.894660178859796,6.39418014116634,1168,1120,1168
leave_config_out,33,holdout_C1,,C1,wallpath_residual_extra,6.869164174381812,5.5418040877740005,4.78409368911322,11.093294341240929,12.916860586072234,2.861559279182953,6.244749390194333,1168,1120,1168
leave_config_out,33,holdout_C1,,C1,wallpath_residual_rf,6.843527155129876,5.55182329812761,4.883859270872307,10.816588667703032,13.156878010736722,2.9020423848400347,6.197742647092729,1168,1120,1168
leave_config_out,33,holdout_C2,,C2,log_distance,10.360166987648746,8.676255191148972,8.07901286030068,16.547683286173193,19.112264167174615,-2.5081639052176627,10.051973628921347,1120,1168,1120
leave_config_out,33,holdout_C2,,C2,multi_wall_linear,7.7453819702794755,6.049466264556273,4.9541408795371495,12.463617472845936,15.977497969833173,-2.7494542090268563,7.240955974040642,1120,1168,1120
leave_config_out,33,holdout_C2,,C2,direct_rf,7.224685428075701,5.73285481833035,4.798918607944337,12.041933531746059,14.698981425865792,-2.928811360802577,6.60440334530555,1120,1168,1120
leave_config_out,33,holdout_C2,,C2,direct_extra,7.289512236168535,5.79032680420987,4.776734226901766,12.091682141072964,14.436868030662161,-2.8786982850929,6.6970205931185545,1120,1168,1120
leave_config_out,33,holdout_C2,,C2,wallpath_residual_extra,7.219849717467243,5.707712176997958,4.668750738409322,12.188939342480484,14.346985460687852,-2.839195210653795,6.6381624338827665,1120,1168,1120
leave_config_out,33,holdout_C2,,C2,wallpath_residual_rf,7.100044493468812,5.591371848147586,4.6670519438335205,11.775533371350978,14.427455508046593,-2.8768696880043185,6.491090247984443,1120,1168,1120
