task,scope,building,baseline_method,metric,num_valid_maps,mean_wallpath_value,mean_baseline_value,mean_paired_difference,median_paired_difference,wallpath_improvement_percent,wallpath_map_win_rate,building_winner
task2,overall,22,multi_wall_residual_idw,nlos_rmse,150,4.343566227106807,5.162087592838087,0.8185213657312804,0.7262896498162044,15.856402104972052,0.9933333333333333,wallpath_extra
task2,overall,22,multi_wall_residual_idw,non_anchor_rmse,150,4.130785407934441,4.976122752327701,0.8453373443932588,0.7688716656767673,16.98787161144352,0.9933333333333333,wallpath_extra
task2,overall,22,multi_wall_residual_idw,p90_ae,150,6.757183952331543,7.7881124475267205,1.0309284951951767,0.9755888779958086,13.237206089937372,0.9933333333333333,wallpath_extra
task2,overall,22,multi_wall_residual_idw,rmse,150,4.111579509771918,4.951179624066478,0.8396001142945608,0.7636263689164458,16.957577346082715,0.9933333333333333,wallpath_extra
task2,overall,22,multi_wall_residual_idw,wall_region_rmse,150,6.502464805353828,7.437502788237392,0.9350379828835639,0.5715543081920118,12.571934552580627,0.9,wallpath_extra
task2,overall,23,direct_extra_all_features,free_space_rmse,150,3.0809686723711724,3.7392275227390095,0.6582588503678372,0.10657316595357313,17.604140062749057,0.68,wallpath_extra
task2,overall,23,direct_extra_all_features,high_wall_rmse,150,3.480528922126755,4.163790850708253,0.6832619285814973,0.023792271036180423,16.409612131821564,0.6066666666666667,wallpath_extra
task2,overall,23,direct_extra_all_features,los_rmse,147,1.9039851366076472,2.3808108547258664,0.47682571811821917,0.5385196270547754,20.027870637926938,0.6054421768707483,wallpath_extra
task2,overall,23,direct_extra_all_features,mae,150,2.001277230580648,2.7399017473061877,0.7386245167255402,0.32235787312189734,26.958065830343717,0.8466666666666667,wallpath_extra
task2,overall,23,direct_extra_all_features,nlos_rmse,150,3.276528509883309,3.9052061232667157,0.6286776133834067,0.030826504604680283,16.098448930463018,0.6333333333333333,wallpath_extra
task2,overall,23,direct_extra_all_features,non_anchor_rmse,150,3.2179492821019395,3.842749240333632,0.6247999582316927,0.08930882306867449,16.259191509916132,0.66,wallpath_extra
task2,overall,23,direct_extra_all_features,p90_ae,150,5.287217086156209,6.453629517555237,1.1664124313990276,-0.02659853299458792,18.073743282383028,0.4666666666666667,wallpath_extra
task2,overall,23,direct_extra_all_features,rmse,150,3.204826223331807,3.832270840975168,0.6274446176433611,0.09088528426196185,16.372658501446107,0.66,wallpath_extra
task2,overall,23,direct_extra_all_features,wall_region_rmse,150,6.077310455583224,6.1676200942790596,0.09030963869583469,-0.11402408984511614,1.4642542393232751,0.30666666666666664,wallpath_extra
task2,overall,23,direct_rf_all_features,free_space_rmse,150,3.0809686723711724,3.4175404023610465,0.3365717299898741,0.07249790170515258,9.848361405101448,0.7266666666666667,wallpath_extra
task2,overall,23,direct_rf_all_features,high_wall_rmse,150,3.480528922126755,3.838482385341112,0.3579534632143566,0.05357675765910774,9.325390278755881,0.6466666666666666,wallpath_extra
task2,overall,23,direct_rf_all_features,los_rmse,147,1.9039851366076472,1.9628877581354491,0.05890262152780152,0.0456666322378072,3.000814554152277,0.5170068027210885,wallpath_extra
task2,overall,23,direct_rf_all_features,mae,150,2.001277230580648,2.394466684659322,0.39318945407867434,0.22646733125050866,16.42075275457909,0.86,wallpath_extra
task2,overall,23,direct_rf_all_features,nlos_rmse,150,3.276528509883309,3.605136077804766,0.3286075679214567,0.049117427763295085,9.114983757327476,0.6533333333333333,wallpath_extra
task2,overall,23,direct_rf_all_features,non_anchor_rmse,150,3.2179492821019395,3.533753892443893,0.3158046103419538,0.05431428237015812,8.93680261710437,0.7066666666666667,wallpath_extra
task2,overall,23,direct_rf_all_features,p90_ae,150,5.287217086156209,5.931682960722182,0.6444658745659722,0.01581339041392016,10.864806477915826,0.5333333333333333,wallpath_extra
task2,overall,23,direct_rf_all_features,rmse,150,3.204826223331807,3.5225838975708244,0.31775767423901713,0.05519446031197339,9.020584987575262,0.7066666666666667,wallpath_extra
task2,overall,23,direct_rf_all_features,wall_region_rmse,150,6.077310455583224,6.092425152100353,0.015114696517129487,-0.0447908370815564,0.24808998288502843,0.37333333333333335,wallpath_extra
task2,overall,23,multi_wall_residual_idw,free_space_rmse,150,3.0809686723711724,3.843316326521214,0.7623476541500414,0.8504021020484971,19.83567287681683,0.94,wallpath_extra
task2,overall,23,multi_wall_residual_idw,high_wall_rmse,150,3.480528922126755,4.116740246479597,0.6362113243528422,0.7648125013800804,15.454249873960197,0.92,wallpath_extra
task2,overall,23,multi_wall_residual_idw,los_rmse,147,1.9039851366076472,4.049216115976427,2.1452309793687796,2.125217547730779,52.97892031261658,1.0,wallpath_extra
task2,overall,23,multi_wall_residual_idw,mae,150,2.001277230580648,2.7643036699295043,0.7630264393488566,0.8225707213083903,27.602844349163533,0.9533333333333334,wallpath_extra
task2,overall,23,multi_wall_residual_idw,nlos_rmse,150,3.276528509883309,3.947718758426461,0.6711902485431516,0.7359635813967385,17.00197733464389,0.9266666666666666,wallpath_extra
task2,overall,23,multi_wall_residual_idw,non_anchor_rmse,150,3.2179492821019395,3.9781223469523357,0.7601730648503962,0.8255078758330772,19.108840768378315,0.94,wallpath_extra
task2,overall,23,multi_wall_residual_idw,p90_ae,150,5.287217086156209,6.159249250094096,0.8720321639378865,1.0621027549107869,14.158091814916634,0.9333333333333333,wallpath_extra
task2,overall,23,multi_wall_residual_idw,rmse,150,3.204826223331807,3.958181758490676,0.7533555351588695,0.8209808536071275,19.03286865346317,0.94,wallpath_extra
task2,overall,23,multi_wall_residual_idw,wall_region_rmse,150,6.077310455583224,6.729082169705289,0.6517717141220647,0.3794311661672367,9.685893227108712,0.7866666666666666,wallpath_extra
task2,overall,24,direct_extra_all_features,free_space_rmse,150,4.403989364238558,4.738583564480969,0.3345942002424105,0.0703434900271227,7.061059400754922,0.68,wallpath_extra
task2,overall,24,direct_extra_all_features,high_wall_rmse,150,4.8116695748671905,5.09894371709184,0.2872741422246502,0.035031024135302236,5.633993198663808,0.64,wallpath_extra
task2,overall,24,direct_extra_all_features,los_rmse,146,2.739844599148385,2.406039367924063,-0.33380523122432176,-0.33063399287152606,-13.87363962844589,0.3150684931506849,baseline
task2,overall,24,direct_extra_all_features,mae,150,3.0144671527544658,3.4531460348765055,0.4386788821220398,0.19242163499196363,12.703745445209016,0.9133333333333333,wallpath_extra
