task,scope,baseline_method,metric,num_candidate_maps,num_valid_maps,num_missing_pairs,wallpath_map_wins,baseline_map_wins,ties,wallpath_map_win_rate,baseline_map_win_rate,mean_wallpath_value,mean_baseline_value,mean_paired_difference,median_paired_difference,mean_wallpath_improvement_percent
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,p90_ae,500,500,0,340,160,0,0.68,0.32,9.56295921166738,11.483328766822815,1.920369555155436,0.2778464953104649,16.72310872700686
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,p90_ae,4800,4800,0,4717,83,0,0.9827083333333333,0.017291666666666667,8.933977635933292,13.080074649403493,4.146097013470199,2.6899650096893306,31.6978084957587
task3,overall,direct_extra_all_features,rmse,5550,5550,0,5162,388,0,0.9300900900900901,0.0699099099099099,5.319527300434667,7.766873655307647,2.4473463548729786,1.4830909998445805,31.510057501714822
task3,Ant1-f1 source-like,direct_extra_all_features,rmse,250,250,0,50,200,0,0.2,0.8,2.967056477071201,2.8783760635424054,-0.08868041352879531,-0.09023002885638165,-3.080918252900461
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,rmse,500,500,0,405,95,0,0.81,0.19,5.7442872017753395,6.839743565117691,1.0954563633423526,0.2718487055286736,16.016044357702494
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,rmse,4800,4800,0,4707,93,0,0.980625,0.019375,5.397805999428528,8.118058955940205,2.720252956511678,1.7237918909012087,33.50866224642522
task3,overall,direct_extra_all_features,wall_region_rmse,5550,5550,0,2809,2741,0,0.5061261261261262,0.4938738738738739,7.1871465903206815,8.209738914268726,1.022592323948046,0.010370522496654822,12.455844633143625
task3,Ant1-f1 source-like,direct_extra_all_features,wall_region_rmse,250,250,0,72,178,0,0.288,0.712,4.4187018711363555,4.144095434051821,-0.2746064370845348,-0.11962315835600745,-6.626450607968802
task3,Ant1-f2-f3 frequency shift,direct_extra_all_features,wall_region_rmse,500,500,0,163,337,0,0.326,0.674,8.173054308182373,8.424889306329026,0.25183499814665333,-0.1909300065321693,2.989178717843426
task3,Ant2-Ant5 additional antennas across frequencies,direct_extra_all_features,wall_region_rmse,4800,4800,0,2574,2226,0,0.53625,0.46375,7.228637698834273,8.399079679690411,1.1704419808561382,0.0753999016929261,13.935359890516962
task3,overall,direct_rf_all_features,free_space_rmse,5550,5550,0,4963,587,0,0.8942342342342342,0.10576576576576577,5.190796191773113,5.78436168641128,0.5935654946381687,0.391055585340057,10.261555670569177
task3,Ant1-f1 source-like,direct_rf_all_features,free_space_rmse,250,250,0,67,183,0,0.268,0.732,2.856559186440428,2.7946302542452166,-0.06192893219521177,-0.07985551851721251,-2.215997343517531
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,free_space_rmse,500,500,0,334,166,0,0.668,0.332,5.5711952571501095,5.805162345511685,0.23396708836157598,0.0643322440959555,4.030328084493097
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,free_space_rmse,4800,4800,0,4562,238,0,0.9504166666666667,0.04958333333333333,5.272746133157419,5.937910129846972,0.6651639966895524,0.4400368688185523,11.201988277762888
task3,overall,direct_rf_all_features,high_wall_rmse,5550,5550,0,4511,1039,0,0.8127927927927928,0.1872072072072072,5.599664332561322,6.113184518233628,0.5135201856723045,0.23771240762263068,8.400207520984246
task3,Ant1-f1 source-like,direct_rf_all_features,high_wall_rmse,250,250,0,59,191,0,0.236,0.764,3.201495891208814,3.131561693757286,-0.06993419745152782,-0.0645221551950399,-2.2332051637667103
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,high_wall_rmse,500,500,0,323,177,0,0.646,0.354,6.117624689264556,6.354442883276398,0.23681819401184226,0.052516316399374485,3.726812851447605
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,high_wall_rmse,4800,4800,0,4129,671,0,0.8602083333333334,0.13979166666666668,5.670614735058513,6.243346293983148,0.5727315589246356,0.2787124738315452,9.173470955416791
task3,overall,direct_rf_all_features,los_rmse,5550,5267,283,4132,1135,0,0.7845073096639453,0.21549269033605467,4.267835690126795,5.005330981837093,0.737495291710298,0.8807684689611452,14.734196287647249
task3,Ant1-f1 source-like,direct_rf_all_features,los_rmse,250,238,12,1,237,0,0.004201680672268907,0.9957983193277311,1.3119460907450504,0.7918483877397611,-0.5200977030052892,-0.40914583904427315,-65.68147527455952
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,los_rmse,500,473,27,178,295,0,0.3763213530655391,0.6236786469344608,3.5844908001548075,3.010999246541554,-0.5734915536132537,-0.28484093972721114,-19.046552544706493
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,los_rmse,4800,4556,244,3953,603,0,0.8676470588235294,0.1323529411764706,4.493192111902388,5.432488086356398,0.9392959744540095,1.0475030700005554,17.290345777527527
task3,overall,direct_rf_all_features,mae,5550,5550,0,5230,320,0,0.9423423423423424,0.05765765765765766,3.735392966395742,4.314250799041611,0.5788578326458687,0.4263250231742859,13.417343117244348
task3,Ant1-f1 source-like,direct_rf_all_features,mae,250,250,0,98,152,0,0.392,0.608,1.9211883625984194,1.8977019735972087,-0.02348638900121054,-0.029253065586090088,-1.237622626101338
task3,Ant1-f2-f3 frequency shift,direct_rf_all_features,mae,500,500,0,418,82,0,0.836,0.164,3.9200444399515786,4.192245103677114,0.27220066372553503,0.16573945681254054,6.492956804619601
task3,Ant2-Ant5 additional antennas across frequencies,direct_rf_all_features,mae,4800,4800,0,4714,86,0,0.9820833333333333,0.017916666666666668,3.810648261014786,4.452821643633976,0.6421733826191889,0.46682771046956373,14.421718047864772
