fold,anchor_fraction,anchor_seed,model_seed,adapted_method,baseline_method,test_count,adapted_rmse,baseline_rmse,rmse_improvement_percent,adapted_mae,baseline_mae,mae_improvement_percent,adapted_p90_ae,baseline_p90_ae,p90_improvement_percent,adapted_point_wins,baseline_point_wins,ties,adapted_point_win_percent
holdout_Library,0.01,22,11,bias_calibrated_log_distance,log_distance,680,7.480231764847115,15.398490576655206,51.4223051434179,6.112177818705855,13.945728284170663,56.17168430247141,12.262089542623137,22.48830912574151,45.47349258647822,581,99,0,85.44117647058823
holdout_Library,0.01,33,11,bias_calibrated_log_distance,log_distance,680,7.373124495423691,15.375723409315713,52.04697496732723,5.737699512457579,13.91466272758952,58.765083819954455,11.783414975796635,22.425448019121085,47.45516359026811,548,132,0,80.58823529411765
holdout_Library,0.05,11,11,bias_calibrated_log_distance,log_distance,653,7.236796480479703,15.372248976947382,52.922981592789775,5.772407556577058,13.909150869749745,58.49920954462322,11.57391745033927,22.393825198993298,48.31647854936561,541,112,0,82.84839203675345
holdout_Library,0.05,22,11,bias_calibrated_log_distance,log_distance,653,7.794947761397082,15.474774429101458,49.62803627858959,6.467670272195394,14.031929008219594,53.90747581172356,13.065910258175522,22.510573823594434,41.95656512105212,565,88,0,86.52373660030628
holdout_Library,0.05,33,11,bias_calibrated_log_distance,log_distance,653,7.379094111540262,15.43439095390587,52.19057147394023,5.989472689175417,13.994240228880475,57.200443959689196,11.98369192697089,22.510573823594434,46.764165050247655,557,96,0,85.29862174578867
holdout_Library,0.1,11,11,bias_calibrated_log_distance,log_distance,618,7.3794392299998846,15.448290178817569,52.23135282558036,5.902583720504582,13.951370665563271,57.69172892041233,11.606101616715021,22.674723230869365,48.81480360953436,508,110,0,82.20064724919094
holdout_Library,0.1,22,11,bias_calibrated_log_distance,log_distance,618,7.235318520453547,15.409460722094988,53.0462574197738,5.838993405933382,13.96591363209866,58.1911104439792,11.36818701593404,22.438302266766936,49.33579697439362,513,105,0,83.00970873786407
holdout_Library,0.1,33,11,bias_calibrated_log_distance,log_distance,618,7.384710092450918,15.432101197075712,52.14708614112591,5.880117016058307,13.918434762042448,57.753029585667036,11.648647848845297,22.90254417070626,49.13819284870271,504,114,0,81.55339805825243
holdout_SSE,0.01,11,11,bias_calibrated_log_distance,log_distance,212,7.339344013150714,7.675679706434491,4.381835956518981,5.99705694262686,6.2481766384314215,4.019087652867704,12.29769627353842,12.667775106154771,2.9214193456635,119,93,0,56.132075471698116
holdout_SSE,0.01,22,11,bias_calibrated_log_distance,log_distance,212,10.054483501647292,7.615935589324909,-32.01901964271392,8.169026119509846,6.184138908417275,-32.096420220945035,16.597945672819073,12.385762422475265,-34.008267772845045,86,126,0,40.56603773584906
holdout_SSE,0.01,33,11,bias_calibrated_log_distance,log_distance,212,7.772545389633884,7.673682822429272,-1.288332727483197,6.31335351630982,6.237079609165098,-1.222910591563408,12.550889279283599,12.667775106154771,0.9227020995532367,81,131,0,38.20754716981132
holdout_SSE,0.05,11,11,bias_calibrated_log_distance,log_distance,203,7.505102712508744,7.718350248787974,2.7628642055044925,6.119672105225,6.267864809035869,2.3643251462161676,12.340554629754434,12.751973626932505,3.226316248875729,105,98,0,51.724137931034484
holdout_SSE,0.05,22,11,bias_calibrated_log_distance,log_distance,203,8.005457950091367,7.6500459147182625,-4.6458810749006325,6.368792913383194,6.209204099971168,-2.5701975783461046,14.028133175457299,12.63978109969618,-10.983988289120695,98,105,0,48.275862068965516
holdout_SSE,0.05,33,11,bias_calibrated_log_distance,log_distance,203,7.39285346803322,7.589058802919257,2.5853711241578923,5.986010466132513,6.149188651671098,2.653653917321915,12.402774379195707,12.355695796923099,-0.38102736621543964,104,99,0,51.231527093596064
