split,random_seed,fold,heldout_scenario,heldout_config,method,rmse,mae,median_ae,p90_ae,p95_ae,bias_db,std_error_db,count,train_count,test_count
leave_config_out,22,holdout_C1,,C1,log_distance,9.94192543422546,8.058243084733844,7.014817600078288,16.254086980192156,18.91622625211311,2.5123172055181486,9.619258994255045,1168,1120,1168
leave_config_out,22,holdout_C1,,C1,multi_wall_linear,7.016972195591359,5.77653340062394,5.131323023134392,11.297835466503198,12.771051086293111,2.7562419394949798,6.4529860657428335,1168,1120,1168
leave_config_out,22,holdout_C1,,C1,direct_rf,6.975050408805271,5.631356192236717,4.9770826802396755,11.305921184648692,13.167177552308802,2.886501481885335,6.349758845849844,1168,1120,1168
leave_config_out,22,holdout_C1,,C1,direct_extra,7.002455798194924,5.609958065244787,4.797665191752685,11.289858333333262,13.955245321703888,2.887393116778804,6.3794473267558285,1168,1120,1168
leave_config_out,22,holdout_C1,,C1,wallpath_residual_extra,6.8661572071366574,5.539214580978352,4.79517199679956,11.052260145963656,13.117892116318126,2.857992455169066,6.243075677845926,1168,1120,1168
leave_config_out,22,holdout_C1,,C1,wallpath_residual_rf,6.820192266625755,5.530764620507214,4.887471233747796,10.893493494389343,12.98760397709836,2.884332168135997,6.180262979647197,1168,1120,1168
leave_config_out,22,holdout_C2,,C2,log_distance,10.360166987648746,8.676255191148972,8.07901286030068,16.547683286173193,19.112264167174615,-2.5081639052176627,10.051973628921347,1120,1168,1120
leave_config_out,22,holdout_C2,,C2,multi_wall_linear,7.7453819702794755,6.049466264556273,4.9541408795371495,12.463617472845936,15.977497969833173,-2.7494542090268563,7.240955974040642,1120,1168,1120
leave_config_out,22,holdout_C2,,C2,direct_rf,7.215501527151935,5.717613643702725,4.7459669913420015,12.055257196969723,14.781659834956741,-2.918581640254983,6.598889565487395,1120,1168,1120
leave_config_out,22,holdout_C2,,C2,direct_extra,7.294858996077274,5.796794664177612,4.803970976138032,12.11380640488545,14.48597916666654,-2.873583463509788,6.70503436612316,1120,1168,1120
leave_config_out,22,holdout_C2,,C2,wallpath_residual_extra,7.221533060947868,5.705823871550839,4.686282419510974,11.984696167939447,14.339363525732804,-2.8434541182309863,6.63817056333131,1120,1168,1120
leave_config_out,22,holdout_C2,,C2,wallpath_residual_rf,7.12485808318637,5.611356738304503,4.754661871287865,11.802601499082655,14.700573186595246,-2.8715252904086266,6.520578594886333,1120,1168,1120
