split,fold,heldout_scenario,method,anchor_mode,anchor_fraction,anchor_count,anchor_seed,random_seed,model_seed,rmse,mae,median_ae,p90_ae,p95_ae,bias_db,std_error_db,count,train_count,target_anchor_count,test_count
leave_scenario_fewshot,holdout_Library,Library,bias_calibrated_log_distance,fraction,0.1,,33,11,11,7.384710092450919,5.880117016058307,4.776881096247266,11.648647848845297,14.03095233676794,-0.11108500921655395,7.383874543237703,618,1670,69,618
leave_scenario_fewshot,holdout_Library,Library,bias_calibrated_multi_wall,fraction,0.1,,33,11,11,7.422488035834941,5.877635644399846,4.792050235986736,12.106010067473985,14.26764334409027,-0.31227337752326667,7.415916260301423,618,1670,69,618
leave_scenario_fewshot,holdout_Library,Library,wallpath_fewshot_residual_extra,fraction,0.1,,33,11,11,6.976442245601757,5.473565547504713,4.171500074223452,11.265942485537522,13.567161419898474,1.255634576695829,6.8625161723687595,618,1670,69,618
leave_scenario_fewshot,holdout_Library,Library,wallpath_fewshot_residual_rf,fraction,0.1,,33,11,11,7.453547602517389,5.965245679436241,4.9650946120355,12.448636167969962,14.434522048803336,2.5429132597398216,7.00635169088964,618,1670,69,618
leave_scenario_fewshot,holdout_Library,Library,direct_extra_with_anchors,fraction,0.1,,33,11,11,6.944526446979476,5.560006554709224,4.596380952380976,11.401671428571419,13.73867305402924,1.695685195872094,6.734322481831235,618,1670,69,618
leave_scenario_fewshot,holdout_Library,Library,direct_rf_with_anchors,fraction,0.1,,33,11,11,7.176819342227664,5.871002568754858,5.31277678571427,11.716683333333325,13.745070337301577,2.65902586620863,6.666057104001328,618,1670,69,618
leave_scenario_fewshot,holdout_SSE,SSE,log_distance,fraction,0.01,,11,11,11,7.675679706434491,6.2481766384314215,5.624747676744775,12.667775106154773,14.464019053428741,-2.248212438137654,7.339046245172013,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,multi_wall_linear,fraction,0.01,,11,11,11,9.83187858157059,7.832431440440264,6.917797137324982,16.487217287035126,20.114087271112226,-3.9750937637653805,8.992467181592609,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_log_distance,fraction,0.01,,11,11,11,7.339344013150714,5.99705694262686,4.949049549325416,12.297696273538408,14.206152329088669,0.06611168276342283,7.339046245172013,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_multi_wall,fraction,0.01,,11,11,11,9.00836078199807,7.368091797246842,6.17683552266611,14.872012688921723,16.808311726181344,-0.5348812640397392,8.992467181592607,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,wallpath_fewshot_residual_extra,fraction,0.01,,11,11,11,9.939954720068537,7.776972090232825,6.337733234088731,16.437689338161988,19.326297639977295,-3.7812296103758705,9.192660249929263,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,wallpath_fewshot_residual_rf,fraction,0.01,,11,11,11,9.94866062666706,7.810359796626564,6.624306703221158,16.39655991609038,20.564277483056504,-3.900839530455455,9.15201066554402,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,direct_extra_with_anchors,fraction,0.01,,11,11,11,9.835980469155892,7.746721892115246,6.580373176090177,15.517378571428578,19.979358549783562,-3.5475725750995517,9.173943569371772,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,direct_rf_with_anchors,fraction,0.01,,11,11,11,10.08339243847147,7.9441692075813295,6.730352835570237,15.962582936507918,20.608732135225868,-3.606018606306468,9.416551007624564,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,log_distance,fraction,0.01,,22,11,11,7.61593558932491,6.184138908417275,5.58568355615229,12.38576242247528,14.464019053428741,-2.184174708123507,7.296016429884143,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,multi_wall_linear,fraction,0.01,,22,11,11,9.728951387861414,7.7508037029141414,6.821711547711345,16.17255721630917,20.017434447071107,-3.893466026239259,8.915908109098659,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_log_distance,fraction,0.01,,22,11,11,10.054483501647292,8.169026119509846,7.390251194220909,16.597945672819073,19.705277400589047,6.918148794277141,7.296016429884142,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_multi_wall,fraction,0.01,,22,11,11,12.112874101522905,10.166662835684011,9.690621440745325,19.561250877158287,22.196392770087908,8.199286651255285,8.915908109098657,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,wallpath_fewshot_residual_extra,fraction,0.01,,22,11,11,9.681024965667278,7.5820912736461015,6.214129352650112,16.022830523968473,19.159582135297583,-3.573392141791707,8.997394788873855,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,wallpath_fewshot_residual_rf,fraction,0.01,,22,11,11,9.572502329264381,7.522347176980599,6.472400570836257,15.573906345603058,19.91010446555352,-3.557761057825213,8.886795659808682,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,direct_extra_with_anchors,fraction,0.01,,22,11,11,9.612398326443786,7.578767621372943,6.4430179467720095,15.646025000000014,19.115071795269937,-3.374717841222771,9.000526711162632,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,direct_rf_with_anchors,fraction,0.01,,22,11,11,9.825201070170277,7.730982051529384,6.272727723665241,15.820098519536028,20.27442380189253,-3.3305513591815314,9.243484392431741,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,log_distance,fraction,0.01,,33,11,11,7.673682822429273,6.2370796091651,5.624747676744775,12.667775106154773,14.464019053428741,-2.2730097858868183,7.3293133766069,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,multi_wall_linear,fraction,0.01,,33,11,11,9.809692406832125,7.789493220495671,6.821711547711345,16.487217287035126,20.114087271112226,-3.9905730701827618,8.961327562821928,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_log_distance,fraction,0.01,,33,11,11,7.772545389633884,6.31335351630982,5.772418178130188,12.550889279283599,14.778213793939114,-2.587204526397192,7.3293133766069,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_multi_wall,fraction,0.01,,33,11,11,9.225324099036461,7.416568831491484,6.558282647183034,14.798470041508935,18.31468125162891,-2.1911670506994527,8.961327562821928,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,wallpath_fewshot_residual_extra,fraction,0.01,,33,11,11,10.008769845204537,7.816092036361097,6.440116281023371,16.541914691191362,19.61810393081048,-3.8759734153482235,9.227800599156305,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,wallpath_fewshot_residual_rf,fraction,0.01,,33,11,11,9.947533708241961,7.808433059782854,6.538611950612108,16.478198896036965,20.54602431473642,-3.9350794625921455,9.136113862014613,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,direct_extra_with_anchors,fraction,0.01,,33,11,11,9.806346679159414,7.712437019111189,6.250073824622035,15.721041666666691,19.726904498626386,-3.5626739660474254,9.13628969568658,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,direct_rf_with_anchors,fraction,0.01,,33,11,11,10.214287244546389,8.02953131694717,6.601233870296369,16.60478293650792,20.873213565826557,-3.722350625255621,9.511875195604816,212,2076,2,212
leave_scenario_fewshot,holdout_SSE,SSE,log_distance,fraction,0.05,,11,11,11,7.718350248787974,6.267864809035869,5.630726463105049,12.751973626932505,14.610984235875486,-2.185269660768115,7.402535178754087,203,2085,11,203
leave_scenario_fewshot,holdout_SSE,SSE,multi_wall_linear,fraction,0.05,,11,11,11,9.859421111922114,7.851307571926005,7.106437225567703,16.46106068411043,20.018817950371805,-4.027989609023459,8.999082418325466,203,2085,11,203
leave_scenario_fewshot,holdout_SSE,SSE,bias_calibrated_log_distance,fraction,0.05,,11,11,11,7.505102712508744,6.119672105225,5.442342425231857,12.340554629754433,15.214754912690742,1.236543429328022,7.402535178754087,203,2085,11,203
