row_uid,scenario,config,source_file,coord,distance_m,target_pl_db,method,pred_pl_db,error_db,abs_error_db,split,random_seed,fold
PL_Comms_C2.csv::F-30,Comms,C2,PL_Comms_C2.csv,F-30,1.86446373,69.0,log_distance,57.068316665266046,-11.931683334733954,11.931683334733954,random,33,random
PL_Library_C1.csv::D-16,Library,C1,PL_Library_C1.csv,D-16,13.55,79.0,log_distance,91.6712541177791,12.6712541177791,12.6712541177791,random,33,random
PL_Comms_C2.csv::K-47,Comms,C2,PL_Comms_C2.csv,K-47,19.01252811,115.0,log_distance,97.58046992338677,-17.419530076613228,17.419530076613228,random,33,random
PL_Comms_C2.csv::B-34,Comms,C2,PL_Comms_C2.csv,B-34,5.956192156,84.0,log_distance,77.33129455983998,-6.668705440160025,6.668705440160025,random,33,random
PL_Library_C2.csv::V-14,Library,C2,PL_Library_C2.csv,V-14,11.23948064,75.0,log_distance,88.40962670813519,13.409626708135193,13.409626708135193,random,33,random
PL_SSE_C2.csv::N-6,SSE,C2,PL_SSE_C2.csv,N-6,4.180457511,72.0,log_distance,71.15516832620054,-0.8448316737994617,0.8448316737994617,random,33,random
PL_Library_C2.csv::O-4,Library,C2,PL_Library_C2.csv,O-4,16.36153569,92.0,log_distance,94.96066868043506,2.960668680435063,2.960668680435063,random,33,random
PL_Comms_C2.csv::I-35,Comms,C2,PL_Comms_C2.csv,I-35,7.312744013,89.0,log_distance,80.9110228939924,-8.088977106007604,8.088977106007604,random,33,random
PL_Comms_C1.csv::B-47,Comms,C1,PL_Comms_C1.csv,B-47,18.24828759,102.0,log_distance,96.8647083089361,-5.135291691063898,5.135291691063898,random,33,random
PL_Comms_C1.csv::C-25,Comms,C1,PL_Comms_C1.csv,C-25,4.472135955,70.0,log_distance,72.33183217818342,2.3318321781834186,2.3318321781834186,random,33,random
PL_Comms_C1.csv::H-48,Comms,C1,PL_Comms_C1.csv,H-48,19.23538406,86.0,log_distance,97.78377639610248,11.783776396102482,11.783776396102482,random,33,random
PL_Comms_C1.csv::G-50,Comms,C1,PL_Comms_C1.csv,G-50,21.09502311,90.0,log_distance,99.3938062000622,9.393806200062201,9.393806200062201,random,33,random
PL_SSE_C2.csv::E-7,SSE,C2,PL_SSE_C2.csv,E-7,9.564320415,94.0,log_distance,85.59393747591469,-8.406062524085314,8.406062524085314,random,33,random
PL_Library_C1.csv::V-20,Library,C1,PL_Library_C1.csv,V-20,12.1195,73.0,log_distance,89.7247719639862,16.7247719639862,16.7247719639862,random,33,random
PL_Comms_C1.csv::O-23,Comms,C1,PL_Comms_C1.csv,O-23,11.66190379,96.0,log_distance,89.05329931166446,-6.9467006883355396,6.9467006883355396,random,33,random
PL_Comms_C1.csv::F-27,Comms,C1,PL_Comms_C1.csv,F-27,2.236067977,76.0,log_distance,60.23907712572573,-15.760922874274272,15.760922874274272,random,33,random
PL_Comms_C2.csv::K-36,Comms,C2,PL_Comms_C2.csv,K-36,9.299259379,82.0,log_distance,85.10361686048361,3.103616860483612,3.103616860483612,random,33,random
PL_Library_C1.csv::R-13,Library,C1,PL_Library_C1.csv,R-13,6.775,74.0,log_distance,79.57849906922247,5.578499069222474,5.578499069222474,random,33,random
PL_Comms_C2.csv::H-49,Comms,C2,PL_Comms_C2.csv,H-49,20.26021286,94.0,log_distance,98.68936287168953,4.689362871689525,4.689362871689525,random,33,random
PL_Comms_C1.csv::M-57,Comms,C1,PL_Comms_C1.csv,M-57,29.12043956,104.0,log_distance,105.01850287987023,1.0185028798702263,1.0185028798702263,random,33,random
PL_Comms_C2.csv::E-16,Comms,C2,PL_Comms_C2.csv,E-16,13.05665443,94.0,log_distance,91.02420010674163,-2.975799893258369,2.975799893258369,random,33,random
PL_Library_C2.csv::M-26,Library,C2,PL_Library_C2.csv,M-26,13.67167693,80.0,log_distance,91.82721872327815,11.82721872327815,11.82721872327815,random,33,random
PL_Comms_C2.csv::C-56,Comms,C2,PL_Comms_C2.csv,C-56,27.10122184,118.0,log_distance,103.76479573212343,-14.235204267876568,14.235204267876568,random,33,random
PL_Library_C1.csv::V-13,Library,C1,PL_Library_C1.csv,V-13,11.5771,77.0,log_distance,88.92596968273679,11.925969682736792,11.925969682736792,random,33,random
PL_Comms_C2.csv::A-24,Comms,C2,PL_Comms_C2.csv,A-24,6.517378691,91.0,log_distance,78.90216190203589,-12.097838097964114,12.097838097964114,random,33,random
PL_Library_C2.csv::P-19,Library,C2,PL_Library_C2.csv,P-19,5.034337096,70.0,log_distance,74.39773153497424,4.397731534974241,4.397731534974241,random,33,random
PL_Comms_C1.csv::K-47,Comms,C1,PL_Comms_C1.csv,K-47,18.97366596,104.0,log_distance,97.54477298389986,-6.455227016100139,6.455227016100139,random,33,random
PL_Comms_C1.csv::N-24,Comms,C1,PL_Comms_C1.csv,N-24,10.29563014,90.0,log_distance,86.87937030363861,-3.120629696361391,3.120629696361391,random,33,random
PL_Library_C2.csv::A-8,Library,C2,PL_Library_C2.csv,A-8,20.71883322,90.0,log_distance,99.0798793910376,9.079879391037593,9.079879391037593,random,33,random
PL_Library_C2.csv::T-11,Library,C2,PL_Library_C2.csv,T-11,10.65240583,75.0,log_distance,87.4736949376312,12.473694937631194,12.473694937631194,random,33,random
PL_Library_C2.csv::C-15,Library,C2,PL_Library_C2.csv,C-15,15.01570095,82.0,log_distance,93.46314612387931,11.463146123879312,11.463146123879312,random,33,random
PL_Comms_C1.csv::K-39,Comms,C1,PL_Comms_C1.csv,K-39,11.66190379,92.0,log_distance,89.05329931166446,-2.9467006883355396,2.9467006883355396,random,33,random
