scenario,config,source_file,coord,pl_db,p_rx_dbm,derived_pl_db,pl_minus_derived_db,consistent_with_received_power
Comms,C1,PL_Comms_C1.csv,P-52,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-53,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-53,119.0,-109.0,119.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-53,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-53,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-53,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-53,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-53,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-53,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-53,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-53,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-53,113.0,-103.0,113.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-53,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-53,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-53,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-53,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-53,123.0,-113.0,123.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-54,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-54,113.0,-103.0,113.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-54,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-54,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-54,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-54,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-54,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-54,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-54,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-54,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-54,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-54,118.0,-108.0,118.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-54,111.0,-101.0,111.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-54,111.0,-101.0,111.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-55,117.0,-107.0,117.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-55,116.0,-106.0,116.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-55,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-55,117.0,-107.0,117.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-55,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-55,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-55,88.0,-78.0,88.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-55,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-55,107.0,-97.0,107.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-55,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-55,101.0,-91.0,101.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-55,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-55,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-55,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-56,116.0,-106.0,116.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-56,116.0,-106.0,116.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-56,118.0,-108.0,118.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-56,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-56,107.0,-97.0,107.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-56,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-56,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-56,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-56,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-56,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-56,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-56,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-56,111.0,-101.0,111.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-56,119.0,-109.0,119.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-57,120.0,-110.0,120.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-57,118.0,-108.0,118.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-57,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-57,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-57,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-57,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-57,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-57,99.0,-89.0,99.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-57,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-57,113.0,-103.0,113.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-57,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-57,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-57,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-57,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-57,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-57,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-1,121.0,-111.0,121.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-1,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-1,105.0,-95.0,105.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-1,106.0,-96.0,106.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-1,104.0,-94.0,104.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-1,102.0,-92.0,102.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-2,117.0,-107.0,117.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-2,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-2,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-2,106.0,-96.0,106.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-2,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-2,102.0,-92.0,102.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-3,122.0,-112.0,122.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-3,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-3,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-3,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-3,104.0,-94.0,104.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-3,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-3,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-3,106.0,-96.0,106.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-4,115.0,-105.0,115.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-4,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-4,87.0,-77.0,87.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-4,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-4,105.0,-95.0,105.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-4,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-4,99.0,-89.0,99.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-4,111.0,-101.0,111.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-5,111.0,-101.0,111.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-5,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-5,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-5,116.0,-106.0,116.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-5,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-5,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-5,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-5,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-5,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-5,103.0,-93.0,103.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-6,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-6,118.0,-108.0,118.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-6,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-6,109.0,-99.0,109.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-6,87.0,-77.0,87.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-6,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-6,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-6,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-6,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-7,115.0,-105.0,115.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-7,122.0,-112.0,122.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-7,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-7,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-7,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-7,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-7,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-7,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-8,118.0,-108.0,118.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-8,120.0,-110.0,120.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-8,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-8,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-8,103.0,-93.0,103.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-8,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-8,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-8,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-8,112.0,-102.0,112.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-8,115.0,-105.0,115.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-9,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-9,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-9,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-10,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-10,106.0,-96.0,106.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-10,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-10,115.0,-105.0,115.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-10,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-10,86.0,-76.0,86.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-10,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-10,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-10,111.0,-101.0,111.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-10,110.0,-100.0,110.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-10,117.0,-107.0,117.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-10,118.0,-108.0,118.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-10,114.0,-104.0,114.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-10,118.0,-108.0,118.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-11,112.0,-102.0,112.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-11,111.0,-101.0,111.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-11,109.0,-99.0,109.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-11,114.0,-104.0,114.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-11,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-11,85.0,-75.0,85.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-11,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-11,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-11,103.0,-93.0,103.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-11,111.0,-101.0,111.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-11,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-11,114.0,-104.0,114.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-11,116.0,-106.0,116.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-11,122.0,-112.0,122.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-12,116.0,-106.0,116.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-12,117.0,-107.0,117.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-12,105.0,-95.0,105.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-12,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-12,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-12,85.0,-75.0,85.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-12,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-12,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-12,115.0,-105.0,115.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-12,120.0,-110.0,120.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-12,122.0,-112.0,122.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-12,123.0,-113.0,123.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-13,102.0,-92.0,102.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-13,99.0,-89.0,99.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-13,103.0,-93.0,103.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-13,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-13,101.0,-91.0,101.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-13,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-13,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-13,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-13,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-13,113.0,-103.0,113.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-13,116.0,-106.0,116.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-13,120.0,-110.0,120.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-14,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-14,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-14,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-14,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-14,106.0,-96.0,106.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-14,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-14,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-14,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-14,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-14,114.0,-104.0,114.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-15,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-15,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-15,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-15,107.0,-97.0,107.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-15,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-15,86.0,-76.0,86.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-15,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-15,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-15,108.0,-98.0,108.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-15,102.0,-92.0,102.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-15,105.0,-95.0,105.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-16,103.0,-93.0,103.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-16,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-16,99.0,-89.0,99.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-16,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-16,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-16,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-16,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-16,85.0,-75.0,85.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-16,101.0,-91.0,101.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-16,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-17,103.0,-93.0,103.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-17,99.0,-89.0,99.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-17,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-17,97.0,-87.0,97.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-17,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-17,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-17,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-17,84.0,-74.0,84.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-17,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-17,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-17,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-17,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-17,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,P-17,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-18,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-18,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-18,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-18,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-18,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-18,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-18,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-18,80.0,-70.0,80.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-18,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-18,85.0,-75.0,85.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-18,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-18,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-19,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-19,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-19,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-19,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-19,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-19,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-19,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-19,102.0,-92.0,102.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-19,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-19,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-19,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,P-19,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-20,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-20,81.0,-71.0,81.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-20,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-20,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-20,99.0,-89.0,99.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-20,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-20,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-20,79.0,-69.0,79.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-20,98.0,-88.0,98.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-20,84.0,-74.0,84.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-20,93.0,-83.0,93.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-20,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-20,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-20,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,P-20,99.0,-89.0,99.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-21,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-21,86.0,-76.0,86.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-21,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-21,86.0,-76.0,86.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-21,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-21,82.0,-72.0,82.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-21,86.0,-76.0,86.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-21,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-21,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-21,85.0,-75.0,85.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-21,87.0,-77.0,87.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-21,91.0,-81.0,91.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-21,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-21,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-21,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,P-21,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,B-22,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-22,86.0,-76.0,86.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-22,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-22,82.0,-72.0,82.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-22,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-22,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-22,85.0,-75.0,85.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-22,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-22,80.0,-70.0,80.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-22,87.0,-77.0,87.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-22,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-22,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-22,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-22,95.0,-85.0,95.0,0.0,True
Comms,C2,PL_Comms_C2.csv,P-22,96.0,-86.0,96.0,0.0,True
Comms,C2,PL_Comms_C2.csv,A-23,100.0,-90.0,100.0,0.0,True
Comms,C2,PL_Comms_C2.csv,C-23,84.0,-74.0,84.0,0.0,True
Comms,C2,PL_Comms_C2.csv,D-23,83.0,-73.0,83.0,0.0,True
Comms,C2,PL_Comms_C2.csv,E-23,80.0,-70.0,80.0,0.0,True
Comms,C2,PL_Comms_C2.csv,F-23,94.0,-84.0,94.0,0.0,True
Comms,C2,PL_Comms_C2.csv,G-23,80.0,-70.0,80.0,0.0,True
Comms,C2,PL_Comms_C2.csv,H-23,80.0,-70.0,80.0,0.0,True
Comms,C2,PL_Comms_C2.csv,I-23,81.0,-71.0,81.0,0.0,True
Comms,C2,PL_Comms_C2.csv,J-23,80.0,-70.0,80.0,0.0,True
Comms,C2,PL_Comms_C2.csv,K-23,90.0,-80.0,90.0,0.0,True
Comms,C2,PL_Comms_C2.csv,L-23,89.0,-79.0,89.0,0.0,True
Comms,C2,PL_Comms_C2.csv,M-23,88.0,-78.0,88.0,0.0,True
Comms,C2,PL_Comms_C2.csv,N-23,92.0,-82.0,92.0,0.0,True
Comms,C2,PL_Comms_C2.csv,O-23,85.0,-75.0,85.0,0.0,True
