scenario,config,source_file,coord,pl_db,p_rx_dbm,derived_pl_db,pl_minus_derived_db,consistent_with_received_power
Comms,C1,PL_Comms_C1.csv,F-28,57.0,-47.0,57.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-28,62.0,-52.0,62.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-28,71.0,-61.0,71.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-28,67.0,-57.0,67.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-28,79.0,-69.0,79.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-28,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-28,76.0,-66.0,76.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-28,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-28,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-29,67.0,-57.0,67.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-29,68.0,-58.0,68.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-29,59.0,-49.0,59.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-29,51.0,-41.0,51.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-29,53.0,-43.0,53.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-29,56.0,-46.0,56.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-29,73.0,-63.0,73.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-29,68.0,-58.0,68.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-29,76.0,-66.0,76.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-29,75.0,-65.0,75.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-29,84.0,-74.0,84.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-29,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-30,75.0,-65.0,75.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-30,71.0,-61.0,71.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-30,68.0,-58.0,68.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-30,69.0,-59.0,69.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-30,69.0,-59.0,69.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-30,68.0,-58.0,68.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-30,62.0,-52.0,62.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-30,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-30,72.0,-62.0,72.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-30,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-30,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-30,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-31,68.0,-58.0,68.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-31,74.0,-64.0,74.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-31,68.0,-58.0,68.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-31,65.0,-55.0,65.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-31,69.0,-59.0,69.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-31,70.0,-60.0,70.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-31,75.0,-65.0,75.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-31,65.0,-55.0,65.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-31,72.0,-62.0,72.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-31,75.0,-65.0,75.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-31,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-31,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-32,70.0,-60.0,70.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-32,67.0,-57.0,67.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-32,63.0,-53.0,63.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-32,72.0,-62.0,72.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-32,70.0,-60.0,70.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-32,74.0,-64.0,74.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-32,73.0,-63.0,73.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-32,71.0,-61.0,71.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-32,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-32,84.0,-74.0,84.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-32,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-32,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-33,70.0,-60.0,70.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-33,79.0,-69.0,79.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-33,80.0,-70.0,80.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-33,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-33,75.0,-65.0,75.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-33,73.0,-63.0,73.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-33,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-33,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-33,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-33,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-34,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-34,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-34,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-34,74.0,-64.0,74.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-34,80.0,-70.0,80.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-34,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-34,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-34,76.0,-66.0,76.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-34,80.0,-70.0,80.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-34,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-34,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-34,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-35,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-35,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-35,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-35,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-35,81.0,-71.0,81.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-35,80.0,-70.0,80.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-35,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-35,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-35,81.0,-71.0,81.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-35,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-35,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-35,84.0,-74.0,84.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-35,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-35,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-35,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-35,101.0,-91.0,101.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-36,79.0,-69.0,79.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-36,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-36,75.0,-65.0,75.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-36,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-36,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-36,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-36,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-36,79.0,-69.0,79.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-36,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-36,93.0,-83.0,93.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-36,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-36,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-36,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-36,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-36,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-37,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-37,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-37,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-37,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-37,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-37,81.0,-71.0,81.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-37,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-37,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-37,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-37,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-37,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-37,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-37,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-38,84.0,-74.0,84.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-38,78.0,-68.0,78.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-38,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-38,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-38,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-38,81.0,-71.0,81.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-38,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-38,82.0,-72.0,82.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-38,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-38,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-38,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-38,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-38,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-38,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-38,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-38,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-39,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-39,81.0,-71.0,81.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-39,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-39,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-39,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-39,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-39,80.0,-70.0,80.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-39,88.0,-78.0,88.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-39,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-39,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-39,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-39,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-39,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-39,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-39,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-39,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-40,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-40,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-40,88.0,-78.0,88.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-40,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-40,99.0,-89.0,99.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-40,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-40,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-40,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-40,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-40,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-40,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-40,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-40,93.0,-83.0,93.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-40,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-40,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-41,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-41,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-41,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-41,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-41,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-41,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-41,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-41,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-41,99.0,-89.0,99.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-41,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-41,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-41,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-41,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-41,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-41,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-42,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-42,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-42,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-42,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-42,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-42,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-42,84.0,-74.0,84.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-42,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-42,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-42,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-42,91.0,-81.0,91.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-42,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-42,102.0,-92.0,102.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-42,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-42,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-43,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-43,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-43,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-43,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-43,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-43,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-43,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-43,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-43,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-43,93.0,-83.0,93.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-43,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-43,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-43,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-43,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-44,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-44,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-44,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-44,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-44,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-44,85.0,-75.0,85.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-44,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-44,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-44,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-44,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-44,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-44,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-45,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-45,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-45,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-45,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-45,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-45,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-45,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-45,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-45,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-45,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-45,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-45,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-46,99.0,-89.0,99.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-46,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-46,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-46,107.0,-97.0,107.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-46,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-46,96.0,-86.0,96.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-46,92.0,-82.0,92.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-46,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-46,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-46,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-46,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-47,102.0,-92.0,102.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-47,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-47,118.0,-108.0,118.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-47,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-47,93.0,-83.0,93.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-47,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-47,83.0,-73.0,83.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-47,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-47,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-47,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-48,114.0,-104.0,114.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-48,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-48,99.0,-89.0,99.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-48,111.0,-101.0,111.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-48,102.0,-92.0,102.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-48,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-48,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-48,86.0,-76.0,86.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-48,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-48,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-48,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-49,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-49,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-49,106.0,-96.0,106.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-49,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-49,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-49,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-49,95.0,-85.0,95.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-49,97.0,-87.0,97.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-49,109.0,-99.0,109.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-49,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-49,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-49,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-50,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-50,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-50,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-50,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-50,101.0,-91.0,101.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-50,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-50,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-50,87.0,-77.0,87.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-50,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-50,107.0,-97.0,107.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-50,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-51,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-51,113.0,-103.0,113.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-51,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-51,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-51,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-51,94.0,-84.0,94.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-51,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-51,98.0,-88.0,98.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-51,103.0,-93.0,103.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-51,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-51,104.0,-94.0,104.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-51,120.0,-110.0,120.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-51,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-51,120.0,-110.0,120.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-51,110.0,-100.0,110.0,0.0,True
Comms,C1,PL_Comms_C1.csv,P-51,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,A-52,105.0,-95.0,105.0,0.0,True
Comms,C1,PL_Comms_C1.csv,B-52,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,C-52,116.0,-106.0,116.0,0.0,True
Comms,C1,PL_Comms_C1.csv,D-52,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,E-52,100.0,-90.0,100.0,0.0,True
Comms,C1,PL_Comms_C1.csv,F-52,89.0,-79.0,89.0,0.0,True
Comms,C1,PL_Comms_C1.csv,G-52,90.0,-80.0,90.0,0.0,True
Comms,C1,PL_Comms_C1.csv,H-52,115.0,-105.0,115.0,0.0,True
Comms,C1,PL_Comms_C1.csv,I-52,113.0,-103.0,113.0,0.0,True
Comms,C1,PL_Comms_C1.csv,J-52,107.0,-97.0,107.0,0.0,True
Comms,C1,PL_Comms_C1.csv,K-52,121.0,-111.0,121.0,0.0,True
Comms,C1,PL_Comms_C1.csv,L-52,112.0,-102.0,112.0,0.0,True
Comms,C1,PL_Comms_C1.csv,M-52,108.0,-98.0,108.0,0.0,True
Comms,C1,PL_Comms_C1.csv,N-52,113.0,-103.0,113.0,0.0,True
Comms,C1,PL_Comms_C1.csv,O-52,109.0,-99.0,109.0,0.0,True
