scenario,config,source_file,_source_row,coord,distance_m,pl_db,num_brick_wall,num_wood_wall,num_glass_wall,num_drywall,num_column,elevator,missing_wall_columns
Comms,C1,PL_Comms_C1.csv,681,H-55,26.17250466,98.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,682,I-55,26.30589288,107.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,683,J-55,26.47640459,104.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,684,K-55,26.68332813,101.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,685,N-55,27.51363298,110.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,686,O-55,27.85677655,103.0,6.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,687,P-55,28.23118843,114.0,7.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,688,A-56,27.29468813,116.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,689,B-56,27.16615541,116.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,690,C-56,27.07397274,118.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,691,D-56,27.01851217,109.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,692,E-56,27.0,107.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,693,F-56,27.01851217,91.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,694,G-56,27.07397274,98.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,695,H-56,27.16615541,91.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,696,I-56,27.29468813,109.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,697,J-56,27.45906044,115.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,698,K-56,27.65863337,103.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,699,N-56,28.46049894,115.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,700,O-56,28.7923601,111.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,701,P-56,29.15475947,119.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,702,A-57,28.28427125,120.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,703,B-57,28.16025568,118.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,704,C-57,28.0713377,110.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,705,D-57,28.01785145,114.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,706,E-57,28.0,109.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,707,F-57,28.01785145,96.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,708,G-57,28.0713377,96.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,709,H-57,28.16025568,99.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,710,I-57,28.28427125,104.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,711,J-57,28.44292531,113.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,712,K-57,28.63564213,109.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,713,L-57,28.86173938,106.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,714,M-57,29.12043956,104.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,715,N-57,29.41088234,114.0,6.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,716,O-57,29.73213749,115.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,717,P-57,30.08321791,107.0,7.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,0,E-1,28.02634876,121.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,1,G-1,28.09761956,110.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,2,H-1,28.18645464,105.0,3.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,3,I-1,28.31035544,106.0,2.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,4,J-1,28.46886413,104.0,3.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,5,K-1,28.66140654,102.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,6,E-2,27.02732367,117.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,7,G-2,27.10122184,98.0,3.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,8,H-2,27.19331214,110.0,2.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,9,I-2,27.32171709,106.0,2.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,10,J-2,27.48592776,108.0,4.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,11,K-2,27.68530702,102.0,4.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,12,A-3,26.33393675,122.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,13,E-3,26.02837346,110.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,14,F-3,26.04757618,110.0,5.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,15,G-3,26.1050996,89.0,3.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,16,H-3,26.20069131,104.0,2.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,17,I-3,26.33393675,100.0,2.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,18,J-3,26.50426805,108.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,19,K-3,26.71097574,106.0,4.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,20,A-4,25.34711473,115.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,21,E-4,25.02950709,108.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,22,F-4,25.04947554,87.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,23,G-4,25.10928563,92.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,24,H-4,25.20865377,105.0,1.0,1.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,25,I-4,25.34711473,95.0,2.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,26,J-4,25.5240323,99.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,27,K-4,25.7386135,111.0,5.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,28,A-5,24.36136747,111.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,29,B-5,24.21727121,113.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,30,C-5,24.11381813,107.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,31,D-5,24.0515327,116.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,32,E-5,24.03073501,107.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,33,F-5,24.0515327,94.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,34,G-5,24.11381813,90.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,35,H-5,24.21727121,96.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,36,I-5,24.36136747,108.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,37,J-5,24.54539112,103.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,38,A-6,23.37683094,113.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,39,B-6,23.2266275,118.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,40,C-6,23.11874186,113.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,41,E-6,23.03206949,109.0,6.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,42,F-6,23.05376813,87.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,43,G-6,23.11874186,91.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,44,H-6,23.2266275,93.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,45,I-6,23.37683094,100.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,46,J-6,23.56854312,108.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,47,A-7,22.39366484,115.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,48,B-7,22.23682138,122.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,49,C-7,22.12410959,110.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,50,D-7,22.05620604,108.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,51,F-7,22.05620604,83.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,52,G-7,22.12410959,92.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,53,H-7,22.23682138,95.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,54,I-7,22.39366484,92.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,55,A-8,21.41205793,118.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,56,B-8,21.2479699,120.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,57,C-8,21.12998403,110.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,58,D-8,21.05887521,113.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,59,E-8,21.03511885,103.0,5.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,60,F-8,21.05887521,91.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,61,G-8,21.12998403,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,62,H-8,21.2479699,93.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,63,I-8,21.41205793,112.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,64,J-8,21.62119851,115.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,65,F-9,20.06181011,90.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,66,G-9,20.13644023,95.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,67,H-9,20.26021286,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,68,A-10,19.45446543,113.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,69,B-10,19.2737185,106.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,70,C-10,19.14356876,110.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,71,D-10,19.06505245,115.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,72,E-10,19.03880839,113.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,73,F-10,19.06505245,86.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,74,G-10,19.14356876,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,75,H-10,19.2737185,98.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,76,J-10,19.68441579,111.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,77,K-10,19.96186928,110.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,78,L-10,20.28487676,117.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,79,M-10,20.65130081,118.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,80,N-10,21.05887521,114.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,81,O-10,21.5052604,118.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,82,A-11,18.47907533,112.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,83,B-11,18.28869118,111.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,84,C-11,18.15147997,109.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,85,D-11,18.0686531,114.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,86,E-11,18.04095965,107.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,87,F-11,18.0686531,85.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,88,G-11,18.15147997,96.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,89,H-11,18.28869118,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,90,J-11,18.72101026,103.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,91,K-11,19.01252811,111.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,92,L-11,19.35138819,113.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,93,M-11,19.73515201,114.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,94,N-11,20.16125554,116.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,95,O-11,20.62707505,122.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,96,A-12,17.50646238,116.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,97,B-12,17.30538139,117.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,98,D-12,17.07267481,105.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,99,E-12,17.04336308,100.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,100,F-12,17.07267481,96.0,4.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,101,G-12,17.16030958,85.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,102,H-12,17.30538139,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,103,J-12,17.7616504,107.0,3.0,0.0,1.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,104,K-12,18.0686531,115.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,105,M-12,18.82753901,120.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,106,N-12,19.2737185,122.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,107,O-12,19.76047127,123.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,108,A-13,16.53711659,102.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,109,B-13,16.32409952,99.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,110,C-13,16.1702265,103.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,111,D-13,16.07719581,93.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,112,E-13,16.04606572,101.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,113,F-13,16.07719581,83.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,114,G-13,16.1702265,93.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,115,H-13,16.32409952,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,116,J-13,16.80702904,107.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,117,K-13,17.1311478,113.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,118,L-13,17.50646238,116.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,119,M-13,17.92975809,120.0,3.0,2.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,120,A-14,15.57164811,96.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,121,B-14,15.3452346,100.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,122,C-14,15.18144344,98.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,123,D-14,15.08231497,95.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,124,E-14,15.04912705,106.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,125,F-14,15.08231497,90.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,126,G-14,15.18144344,98.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,127,H-14,15.3452346,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,128,I-14,15.57164811,94.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,129,L-14,16.59747646,114.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,130,A-15,14.61082561,98.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,131,B-15,14.3692806,93.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,132,C-15,14.1942321,96.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,133,D-15,14.08815904,107.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,134,E-15,14.05262342,108.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,135,F-15,14.08815904,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,136,G-15,14.1942321,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,137,H-15,14.3692806,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,138,I-15,14.61082561,108.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,139,J-15,14.91563693,102.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,140,L-15,15.6995613,105.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,141,A-16,13.65562979,103.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,142,B-16,13.3968737,91.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,143,C-16,13.20894489,99.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,144,D-16,13.09489309,92.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,145,E-16,13.05665443,94.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,146,F-16,13.09489309,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,147,G-16,13.20894489,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,148,H-16,13.3968737,85.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,149,I-16,13.65562979,101.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,150,J-16,13.98128124,100.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,151,A-17,12.70732958,103.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,152,B-17,12.42884649,99.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,153,C-17,12.22604699,100.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,154,D-17,12.10273626,97.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,155,E-17,12.06135254,96.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,156,F-17,12.10273626,83.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,157,G-17,12.22604699,93.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,158,H-17,12.42884649,84.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,159,J-17,13.05665443,91.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,160,K-17,13.47131118,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,161,M-17,14.47329351,91.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,162,N-17,15.04912705,93.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,163,O-17,15.66768091,93.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,164,P-17,16.32409952,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,165,A-18,11.76759215,96.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,166,B-18,11.46630826,91.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,167,C-18,11.2461649,89.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,168,D-18,11.11198565,89.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,169,E-18,11.06689771,95.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,170,F-18,11.11198565,88.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,171,G-18,11.2461649,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,172,H-18,11.46630826,80.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,173,J-18,12.14397896,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,174,K-18,12.58873405,85.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,175,M-18,13.65562979,91.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,176,N-18,14.26450928,93.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,177,D-19,10.12305413,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,178,E-19,10.07354084,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,179,F-19,10.12305413,96.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,180,G-19,10.27016188,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,181,H-19,10.5107671,89.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,182,J-19,11.2461649,98.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,183,K-19,11.72502559,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,184,L-19,12.26687511,102.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,185,M-19,12.86375626,98.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,186,N-19,13.50837611,92.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,187,O-19,14.1942321,98.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,188,P-19,14.91563693,94.0,2.0,0.0,,0.0,0.0,,"num_glass_wall,elevator"
Comms,C2,PL_Comms_C2.csv,189,A-20,9.923518781,91.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C2,PL_Comms_C2.csv,190,B-20,9.564320415,81.0,2.0,0.0,0.0,0.0,0.0,,elevator
