scenario,config,source_file,_source_row,coord,distance_m,pl_db,num_brick_wall,num_wood_wall,num_glass_wall,num_drywall,num_column,elevator,missing_wall_columns
Comms,C1,PL_Comms_C1.csv,224,H-21,8.544003745,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,225,I-21,8.94427191,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,226,J-21,9.433981132,81.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,227,K-21,10.0,76.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,228,L-21,10.63014581,95.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,229,M-21,11.3137085,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,230,N-21,12.04159458,98.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,231,O-21,12.80624847,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,232,B-22,7.615773106,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,233,C-22,7.280109889,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,234,D-22,7.071067812,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,235,E-22,7.0,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,236,F-22,7.071067812,77.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,237,G-22,7.280109889,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,238,H-22,7.615773106,75.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,239,I-22,8.062257748,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,240,J-22,8.602325267,78.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,241,K-22,9.219544457,91.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,242,L-22,9.899494937,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,243,M-22,10.63014581,98.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,244,N-22,11.40175425,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,245,O-22,12.20655562,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,246,A-23,7.211102551,73.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,247,B-23,6.708203932,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,248,C-23,6.32455532,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,249,D-23,6.08276253,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,250,E-23,6.0,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,251,F-23,6.08276253,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,252,G-23,6.32455532,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,253,H-23,6.708203932,78.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,254,I-23,7.211102551,82.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,255,J-23,7.810249676,94.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,256,K-23,8.485281374,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,257,L-23,9.219544457,85.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,258,M-23,10.0,98.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,259,N-23,10.81665383,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,260,O-23,11.66190379,96.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,261,P-23,12.52996409,91.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,262,A-24,6.403124237,87.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,263,B-24,5.830951895,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,264,C-24,5.385164807,72.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,265,D-24,5.099019514,84.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,266,E-24,5.0,67.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,267,F-24,5.099019514,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,268,G-24,5.385164807,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,269,H-24,5.830951895,71.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,270,I-24,6.403124237,80.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,271,J-24,7.071067812,77.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,272,K-24,7.810249676,88.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,273,L-24,8.602325267,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,274,M-24,9.433981132,98.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,275,N-24,10.29563014,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,276,O-24,11.18033989,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,277,P-24,12.08304597,96.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,278,A-25,5.656854249,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,279,B-25,5.0,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,280,C-25,4.472135955,70.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,281,D-25,4.123105626,75.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,282,E-25,4.0,75.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,283,F-25,4.123105626,76.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,284,G-25,4.472135955,81.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,285,H-25,5.0,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,286,J-25,6.403124237,80.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,287,K-25,7.211102551,97.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,288,L-25,8.062257748,83.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,289,M-25,8.94427191,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,290,N-25,9.848857802,84.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,291,O-25,10.77032961,85.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,292,P-25,11.70469991,91.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,293,F-26,3.16227766,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,294,G-26,3.605551275,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,295,H-26,4.242640687,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,296,K-26,6.708203932,85.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,297,L-26,7.615773106,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,298,O-26,10.44030651,95.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,299,P-26,11.40175425,92.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,300,A-27,4.472135955,67.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,301,B-27,3.605551275,63.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,302,C-27,2.828427125,68.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,303,D-27,2.236067977,60.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,304,E-27,2.0,57.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,305,F-27,2.236067977,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,306,G-27,2.828427125,77.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,307,H-27,3.605551275,70.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,308,I-27,4.472135955,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,309,J-27,5.385164807,72.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,310,L-27,7.280109889,76.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,311,M-27,8.246211251,76.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,312,N-27,9.219544457,82.0,0.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,313,O-27,10.19803903,78.0,0.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,314,A-28,4.123105626,66.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,315,B-28,3.16227766,61.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,316,C-28,2.236067977,65.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,317,D-28,1.414213562,56.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,318,E-28,1.0,53.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,319,F-28,1.414213562,57.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,320,G-28,2.236067977,62.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,321,H-28,3.16227766,71.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,322,J-28,5.099019514,67.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,323,K-28,6.08276253,79.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,324,L-28,7.071067812,82.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,325,M-28,8.062257748,76.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,326,N-28,9.055385138,78.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,327,O-28,10.04987562,82.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,328,A-29,4.0,67.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,329,B-29,3.0,68.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,330,C-29,2.0,59.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,331,D-29,1.0,51.0,0.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,332,F-29,1.0,53.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,333,G-29,2.0,56.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,334,H-29,3.0,73.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,335,I-29,4.0,68.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,336,J-29,5.0,76.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,337,K-29,6.0,75.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,338,L-29,7.0,84.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,339,M-29,8.0,78.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,340,A-30,4.123105626,75.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,341,B-30,3.16227766,71.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,342,C-30,2.236067977,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,343,D-30,1.414213562,69.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,344,E-30,1.0,69.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,345,F-30,1.414213562,68.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,346,G-30,2.236067977,62.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,347,H-30,3.16227766,85.0,0.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,348,J-30,5.099019514,72.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,349,K-30,6.08276253,78.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,350,L-30,7.071067812,94.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,351,M-30,8.062257748,96.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,352,A-31,4.472135955,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,353,B-31,3.605551275,74.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,354,C-31,2.828427125,68.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,355,D-31,2.236067977,65.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,356,E-31,2.0,69.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,357,F-31,2.236067977,70.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,358,G-31,2.828427125,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,359,H-31,3.605551275,65.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,360,J-31,5.385164807,72.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,361,K-31,6.32455532,75.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,362,L-31,7.280109889,85.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,363,M-31,8.246211251,86.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,364,A-32,5.0,70.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,365,B-32,4.242640687,67.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,366,C-32,3.605551275,63.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,367,D-32,3.16227766,72.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,368,E-32,3.0,70.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,369,F-32,3.16227766,74.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,370,G-32,3.605551275,73.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,371,H-32,4.242640687,71.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,372,J-32,5.830951895,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,373,K-32,6.708203932,84.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,374,L-32,7.615773106,100.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,375,M-32,8.544003745,86.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,376,C-33,4.472135955,70.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,377,D-33,4.123105626,79.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,378,E-33,4.0,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,379,F-33,4.123105626,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,380,G-33,4.472135955,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,381,H-33,5.0,73.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,382,J-33,6.403124237,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,383,K-33,7.211102551,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,384,L-33,8.062257748,83.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,385,M-33,8.94427191,85.0,1.0,2.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,386,A-34,6.403124237,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,387,B-34,5.830951895,82.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,388,C-34,5.385164807,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,389,D-34,5.099019514,74.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,390,E-34,5.0,80.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,391,F-34,5.099019514,91.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,392,G-34,5.385164807,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,393,H-34,5.830951895,76.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,394,I-34,6.403124237,80.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,395,J-34,7.071067812,83.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,396,K-34,7.810249676,85.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,397,L-34,8.602325267,85.0,3.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,398,A-35,7.211102551,95.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,399,B-35,6.708203932,89.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,400,C-35,6.32455532,85.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,401,D-35,6.08276253,92.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,402,E-35,6.0,81.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,403,F-35,6.08276253,80.0,1.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,404,G-35,6.32455532,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,405,H-35,6.708203932,78.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,406,I-35,7.211102551,81.0,2.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,407,J-35,7.810249676,85.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,408,K-35,8.485281374,82.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,409,L-35,9.219544457,84.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,410,M-35,10.0,87.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,411,N-35,10.81665383,87.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,412,O-35,11.66190379,95.0,1.0,2.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,413,P-35,12.52996409,101.0,1.0,2.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,414,A-36,8.062257748,79.0,1.0,1.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,415,B-36,7.615773106,87.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,416,C-36,7.280109889,75.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,417,D-36,7.071067812,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,418,E-36,7.0,90.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,419,F-36,7.071067812,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,420,G-36,7.280109889,85.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,421,H-36,7.615773106,79.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,422,I-36,8.062257748,103.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,423,J-36,8.602325267,93.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,424,K-36,9.219544457,86.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,425,L-36,9.899494937,91.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,426,M-36,10.63014581,87.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,427,N-36,11.40175425,94.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,428,O-36,12.20655562,91.0,1.0,2.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,429,A-37,8.94427191,89.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,430,B-37,8.544003745,86.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,431,D-37,8.062257748,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,432,E-37,8.0,97.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,433,F-37,8.062257748,87.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,434,G-37,8.246211251,81.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,435,H-37,8.544003745,83.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,436,K-37,10.0,95.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,437,L-37,10.63014581,91.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,438,M-37,11.3137085,91.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,439,N-37,12.04159458,85.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,440,O-37,12.80624847,90.0,3.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,441,P-37,13.60147051,91.0,2.0,1.0,1.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,442,A-38,9.848857802,84.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,443,B-38,9.486832981,78.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,444,C-38,9.219544457,90.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,445,D-38,9.055385138,92.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,446,E-38,9.0,85.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,447,F-38,9.055385138,81.0,3.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,448,G-38,9.219544457,94.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,449,H-38,9.486832981,82.0,2.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,450,I-38,9.848857802,98.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,451,J-38,10.29563014,90.0,4.0,0.0,0.0,0.0,0.0,,elevator
Comms,C1,PL_Comms_C1.csv,452,K-38,10.81665383,100.0,4.0,0.0,0.0,0.0,0.0,,elevator
