method_id,method,rmse_mean_0p010,rmse_std_0p010,is_best_0p010,rmse_mean_0p050,rmse_std_0p050,is_best_0p050,rmse_mean_0p100,rmse_std_0p100,is_best_0p100
wallpath_fewshot_residual_extra,WallPath-PI + anchors,9.85731637620869,0.0718733167816492,False,8.24573985854179,0.322812319962722,False,7.53909639287106,0.0643556600863426,False
wallpath_fewshot_residual_rf,WallPath-RF + anchors,9.83420284205828,0.16774342125894,False,8.29397917843089,0.271959709598802,False,7.59031291419431,0.0412073885260436,False
direct_rf_with_anchors,Direct RF + anchors,9.29331865163967,0.26032406510898,False,8.04699029745083,0.28685605189278,False,7.55660988217228,0.0931923822306695,False
direct_extra_with_anchors,Direct ExtraTrees + anchors,9.04441569484859,0.191219934714427,False,7.88208072571685,0.203415906466931,True,7.43204130582933,0.0621665750844904,True
bias_calibrated_multi_wall,Bias-calibrated multi-wall,9.03579750409156,0.548599610730391,True,8.34454056669856,0.010729258796823,False,8.27460018844498,0.0479367310751614,False
bias_calibrated_log_distance,Bias-calibrated log-distance,9.20320955717711,0.196631754792298,False,8.48702468692627,0.106088246335455,False,8.48170598559993,0.133912943682002,False
multi_wall_linear,Multi-wall (zero-shot),10.0825483690882,0.0047074799065504,False,10.0672376043961,0.0456766336177908,False,10.0678919227698,0.0339410361852783,False
log_distance,Log-distance (zero-shot),14.973968641158,0.0116323563301974,False,15.0128935733292,0.0012338631286487,False,14.9742100721199,0.0827137878121573,False
