method_id,method,random_pooled_mean,random_pooled_std,random_pooled_is_best,leave_config_pooled_mean,leave_config_pooled_std,leave_config_pooled_is_best,leave_scenario_pooled_mean,leave_scenario_pooled_std,leave_scenario_pooled_is_best,leave_scenario_macro_mean,leave_scenario_macro_std,leave_scenario_macro_is_best
wallpath_residual_extra,WallPath-PI,6.49326014695783,0.124191059957794,False,7.03950026783012,0.0055247972071382,False,10.9568745090779,0.0103871788220425,False,10.8196317300775,0.0049521705946657,False
wallpath_residual_rf,WallPath-RF,6.44982649759037,0.117002427832733,False,6.97354460377142,0.0050541346860409,True,11.1001575552487,0.0496207662754686,False,10.8771301774578,0.0414925254504542,False
direct_rf,Direct RF,6.36435757961702,0.195083658515741,True,7.09747754479219,0.0064182489103006,False,10.8921020900726,0.0591897642824119,False,10.9475888737641,0.0496085503273589,False
direct_extra,Direct ExtraTrees,6.64340584832874,0.173747517329436,False,7.14768542259497,0.0046774153698466,False,11.1431959562958,0.0432180141447235,False,10.9321745389699,0.0404909579281528,False
multi_wall_linear,Multi-wall,7.05852503898288,0.118984422478657,False,7.38252166752799,0,False,10.0828895081762,0,True,10.1849818096141,0,True
log_distance,Log-distance,9.99704244400999,0.17927758666946,False,10.1488128551118,0,False,14.9953073888996,2.17558392881683e-15,False,12.8902189938806,0,False
