method,sparse_rate,sparse_seed,feature,importance
direct_rf_geometry,0.05,33,x_norm,0.010293976123601634
direct_rf_geometry,0.05,33,y_norm,0.011035447004214462
direct_rf_geometry,0.05,33,distance_m,0.08896490204565789
direct_rf_geometry,0.05,33,log10_distance_m,0.09323904508700924
direct_rf_geometry,0.05,33,fspl_db,0.09000429444007937
direct_rf_geometry,0.05,33,los,6.242749322415565e-05
direct_rf_geometry,0.05,33,wall_count,0.002902199534812632
direct_rf_geometry,0.05,33,wall_fraction,0.010092285401019483
direct_rf_geometry,0.05,33,mat_1_count,0.01113651818537206
direct_rf_geometry,0.05,33,mat_2_count,0.001963725349521696
direct_rf_geometry,0.05,33,mat_3_count,0.004731777938775622
direct_rf_geometry,0.05,33,transmittance_sum,0.6370164800999122
direct_rf_geometry,0.05,33,reflectance_sum,0.007431539112816495
direct_rf_geometry,0.05,33,anchor_dist_px_nn_1,0.0010838991388373903
direct_rf_geometry,0.05,33,anchor_dist_px_nn_2,0.0011190016522904173
direct_rf_geometry,0.05,33,anchor_dist_px_nn_3,0.0011412971664357034
direct_rf_geometry,0.05,33,anchor_dist_px_nn_4,0.0013893998137032846
direct_rf_geometry,0.05,33,anchor_density,0.026391784412716245
direct_rf_sparse_anchor,0.05,33,x_norm,0.006054448271431724
direct_rf_sparse_anchor,0.05,33,y_norm,0.006205488839860877
direct_rf_sparse_anchor,0.05,33,distance_m,0.003926585534164383
direct_rf_sparse_anchor,0.05,33,log10_distance_m,0.004193378912417558
direct_rf_sparse_anchor,0.05,33,fspl_db,0.003735278642657357
direct_rf_sparse_anchor,0.05,33,los,2.5902176876598244e-05
direct_rf_sparse_anchor,0.05,33,wall_count,0.0018578087738010255
direct_rf_sparse_anchor,0.05,33,wall_fraction,0.00485520757102344
direct_rf_sparse_anchor,0.05,33,mat_1_count,0.0038798234717019246
direct_rf_sparse_anchor,0.05,33,mat_2_count,0.0009732344638600737
direct_rf_sparse_anchor,0.05,33,mat_3_count,0.001384844957339397
direct_rf_sparse_anchor,0.05,33,transmittance_sum,0.03131023849508336
direct_rf_sparse_anchor,0.05,33,reflectance_sum,0.0035206216114733006
direct_rf_sparse_anchor,0.05,33,fspl_pred_db,0.004158552478528635
direct_rf_sparse_anchor,0.05,33,log_distance_pred_db,0.016654442445254505
direct_rf_sparse_anchor,0.05,33,multi_wall_pred_db,0.901399573012217
direct_rf_sparse_anchor,0.05,33,anchor_dist_px_nn_1,0.0006297554948494889
direct_rf_sparse_anchor,0.05,33,anchor_dist_px_nn_2,0.0006625245096776326
direct_rf_sparse_anchor,0.05,33,anchor_dist_px_nn_3,0.0006731242446920594
direct_rf_sparse_anchor,0.05,33,anchor_dist_px_nn_4,0.0008185481991607127
