method,sparse_rate,sparse_seed,feature,importance
direct_rf_geometry,0.01,11,x_norm,0.00903285930607834
direct_rf_geometry,0.01,11,y_norm,0.008999562138941094
direct_rf_geometry,0.01,11,distance_m,0.09709796497098498
direct_rf_geometry,0.01,11,log10_distance_m,0.09677362137377647
direct_rf_geometry,0.01,11,fspl_db,0.08514114970888614
direct_rf_geometry,0.01,11,los,9.026057021378516e-05
direct_rf_geometry,0.01,11,wall_count,0.0029371698925481655
direct_rf_geometry,0.01,11,wall_fraction,0.008461477142631457
direct_rf_geometry,0.01,11,mat_1_count,0.006958221918961177
direct_rf_geometry,0.01,11,mat_2_count,0.0028714222254701592
direct_rf_geometry,0.01,11,mat_3_count,0.0030487309958471707
direct_rf_geometry,0.01,11,transmittance_sum,0.6318484619241518
direct_rf_geometry,0.01,11,reflectance_sum,0.005781312504283293
direct_rf_geometry,0.01,11,anchor_dist_px_nn_1,0.0014979530059261164
direct_rf_geometry,0.01,11,anchor_dist_px_nn_2,0.0014774625942131677
direct_rf_geometry,0.01,11,anchor_dist_px_nn_3,0.001499956540273568
direct_rf_geometry,0.01,11,anchor_dist_px_nn_4,0.0018148897833352986
direct_rf_geometry,0.01,11,anchor_density,0.03466752340347792
direct_rf_sparse_anchor,0.01,11,x_norm,0.005975948113691222
direct_rf_sparse_anchor,0.01,11,y_norm,0.005966928189439206
direct_rf_sparse_anchor,0.01,11,distance_m,0.003954933977721656
direct_rf_sparse_anchor,0.01,11,log10_distance_m,0.004249064747994802
direct_rf_sparse_anchor,0.01,11,fspl_db,0.00415612229019122
direct_rf_sparse_anchor,0.01,11,los,2.0112163089697922e-05
direct_rf_sparse_anchor,0.01,11,wall_count,0.0018186742503746999
direct_rf_sparse_anchor,0.01,11,wall_fraction,0.004485925680510806
direct_rf_sparse_anchor,0.01,11,mat_1_count,0.0036303082666148284
direct_rf_sparse_anchor,0.01,11,mat_2_count,0.0008861145732269654
direct_rf_sparse_anchor,0.01,11,mat_3_count,0.0013497655437471744
direct_rf_sparse_anchor,0.01,11,transmittance_sum,0.031235092999670377
direct_rf_sparse_anchor,0.01,11,reflectance_sum,0.0034145919110000903
direct_rf_sparse_anchor,0.01,11,fspl_pred_db,0.004006028581247686
direct_rf_sparse_anchor,0.01,11,log_distance_pred_db,0.017206136061092538
direct_rf_sparse_anchor,0.01,11,multi_wall_pred_db,0.8991740307204786
direct_rf_sparse_anchor,0.01,11,anchor_dist_px_nn_1,0.0009430484254620621
direct_rf_sparse_anchor,0.01,11,anchor_dist_px_nn_2,0.000937348602982272
direct_rf_sparse_anchor,0.01,11,anchor_dist_px_nn_3,0.0009671776851638632
direct_rf_sparse_anchor,0.01,11,anchor_dist_px_nn_4,0.001150788605320138
direct_rf_sparse_anchor,0.01,11,anchor_density,0.00447185861098022
direct_rf_all_features,0.01,11,x_norm,0.0005346691656592534
direct_rf_all_features,0.01,11,y_norm,0.0005264735777007339
direct_rf_all_features,0.01,11,distance_m,0.0006638263484419196
direct_rf_all_features,0.01,11,log10_distance_m,0.0006536080785248395
direct_rf_all_features,0.01,11,fspl_db,0.000637632618238753
direct_rf_all_features,0.01,11,los,4.260030228766075e-06
direct_rf_all_features,0.01,11,wall_count,0.0006412399607072069
direct_rf_all_features,0.01,11,wall_fraction,0.0011684365533275898
direct_rf_all_features,0.01,11,mat_1_count,0.0005765555699547418
direct_rf_all_features,0.01,11,mat_2_count,7.343405832973194e-05
direct_rf_all_features,0.01,11,mat_3_count,0.00019193872832656367
direct_rf_all_features,0.01,11,transmittance_sum,0.0016719217532071226
direct_rf_all_features,0.01,11,reflectance_sum,0.0005066724118633522
direct_rf_all_features,0.01,11,fspl_pred_db,0.0006497264452864497
direct_rf_all_features,0.01,11,log_distance_pred_db,0.005159279170817681
direct_rf_all_features,0.01,11,multi_wall_pred_db,0.0007232815506653406
direct_rf_all_features,0.01,11,multi_wall_residual_idw_pred_db,0.969984409790045
direct_rf_all_features,0.01,11,anchor_residual_idw,0.002355783346458066
direct_rf_all_features,0.01,11,anchor_residual_nn_1,0.006729627389560007
direct_rf_all_features,0.01,11,anchor_residual_nn_2,0.0019290931253501458
direct_rf_all_features,0.01,11,anchor_residual_nn_3,0.0012178198734282613
direct_rf_all_features,0.01,11,anchor_residual_nn_4,0.0010024293667793174
direct_rf_all_features,0.01,11,anchor_dist_px_nn_1,0.0009932041474382265
direct_rf_all_features,0.01,11,anchor_dist_px_nn_2,0.00039428172686471156
direct_rf_all_features,0.01,11,anchor_dist_px_nn_3,0.0003436158744568038
direct_rf_all_features,0.01,11,anchor_dist_px_nn_4,0.0003610347618349759
direct_rf_all_features,0.01,11,anchor_density,0.0003057445765045303
direct_extra_all_features,0.01,11,x_norm,0.0004119944159530728
direct_extra_all_features,0.01,11,y_norm,0.00038969523589741604
direct_extra_all_features,0.01,11,distance_m,0.07019479276890422
direct_extra_all_features,0.01,11,log10_distance_m,0.0699954388829984
direct_extra_all_features,0.01,11,fspl_db,0.06897409160571896
direct_extra_all_features,0.01,11,los,0.03345232675306072
